a2262915.360365
LAquila  29/06/2022 15:35:30 29/06/2022 15:36:03 0000 0000.000000 0000.000000 00.0 00.0
0001000 0010 0000000 0010 06 0000000 0010 0000000 0010
1 1 1 16380 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 BC0 "green"
1 3 1 02000 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 S2P0 "green"
1 0 1 16380 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 BT1 "IR"
1 2 1 02000 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 S2A1 "IR"
1 1 1 16380 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 BC1 "UV"
1 3 1 02000 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 S2P1 "UV"
532.000 .o Photon Counting 0 	532.000 .o PC StDev 0 	1064.000 .p Analog 1 	1064.000 .p Analog StDev 1 	355.000 .s Photon Counting 1 	355.000 .s PC StDev 1 
148.4	2.43744	26.4681	0.0627288	148.4	2.43744
148.56	2.4387	26.475	0.0627404	148.44	2.4387
148.56	2.4387	26.4453	0.0626979	148.4	2.43744
148.4	2.43744	26.333	0.0625395	148.36	2.43744
148.36	2.43744	26.7248	0.063088	148.48	2.4387
148.4	2.43744	27.2199	0.0637754	148.64	2.43997
148.48	2.4387	27.2692	0.0638449	148.64	2.43997
148.48	2.4387	26.7542	0.0631304	148.48	2.4387
148.48	2.4387	26.252	0.0624275	148.36	2.43744
148.44	2.4387	26.2335	0.0624005	148.32	2.43744
148.4	2.43744	26.4253	0.0626708	148.4	2.43744
148.48	2.4387	26.0626	0.062161	148.28	2.43617
148.6	2.4387	26.2347	0.0624044	148.32	2.43744
148.4	2.43744	25.9646	0.0620259	148.28	2.43617
148.28	2.43617	26.9093	0.0633429	148.52	2.4387
148.52	2.4387	25.8886	0.0619177	148.24	2.43617
148.28	2.43617	26.0105	0.0620877	148.28	2.43617
148.4	2.43744	26.1908	0.0623426	148.36	2.43744
148.4	2.43744	26.4151	0.0626554	148.4	2.43744
148.32	2.43744	26.7316	0.0630957	148.48	2.4387
148.24	2.43617	26.6125	0.0629296	148.48	2.4387
148.24	2.43617	26.2325	0.0624005	148.32	2.43744
148.36	2.43744	26.1192	0.0622421	148.32	2.43744
148.36	2.43744	26.2669	0.0624468	148.36	2.43744
148.28	2.43617	26.0271	0.0621108	148.28	2.43617
148.32	2.43744	25.8057	0.0618019	148.2	2.43617
148.36	2.43744	26.3442	0.062555	148.36	2.43744
148.32	2.43744	26.0643	0.0621649	148.32	2.43744
148.2	2.43617	26.2447	0.0624159	148.36	2.43744
148.04	2.43491	25.5587	0.0614543	148.16	2.43617
148.36	2.43744	25.4193	0.0612573	148.12	2.43491
148.04	2.43491	26.0717	0.0621765	148.32	2.43744
148.12	2.43491	25.1311	0.0608479	148	2.43491
148	2.43491	25.0673	0.0607591	147.96	2.43364
148.08	2.43491	25.4288	0.0612689	148.12	2.43491
148.16	2.43617	25.4427	0.0612882	148.12	2.43491
148.08	2.43491	25.6772	0.0616203	148.16	2.43617
148	2.43491	25.4779	0.0613384	148.12	2.43491
148.2	2.43617	24.8455	0.0604424	147.92	2.43364
148.04	2.43491	24.9593	0.0606046	147.96	2.43364
147.92	2.43364	25.0195	0.0606896	147.96	2.43364
147.84	2.43238	25.4808	0.0613423	148.12	2.43491
148.16	2.43617	24.9801	0.0606355	147.96	2.43364
148.08	2.43491	25.2845	0.0610681	148.08	2.43491
148.12	2.43491	24.8315	0.0604231	147.92	2.43364
147.76	2.43238	24.5295	0.0599944	147.8	2.43238
148.04	2.43491	24.8114	0.060396	147.92	2.43364
147.8	2.43238	24.9477	0.0605892	147.96	2.43364
147.88	2.43364	24.3861	0.0597897	147.76	2.43238
147.68	2.43111	25.0043	0.0606703	147.96	2.43364
147.88	2.43364	24.6739	0.0601991	147.88	2.43364
147.64	2.43111	24.2198	0.0595502	147.72	2.43238
147.84	2.43238	24.6294	0.0601373	147.84	2.43238
147.72	2.43238	24.7856	0.0603574	147.92	2.43364
147.6	2.43111	24.0985	0.0593764	147.68	2.43111
147.84	2.43238	24.3801	0.0597781	147.76	2.43238
147.52	2.42984	23.7878	0.0589284	147.56	2.43111
147.76	2.43238	24.2993	0.0596622	147.72	2.43238
147.48	2.42984	23.925	0.0591254	147.6	2.43111
147.72	2.43238	23.7635	0.0588937	147.56	2.43111
147.4	2.42984	23.8325	0.0589941	147.56	2.43111
147.56	2.43111	23.5308	0.0585577	147.48	2.42984
147.4	2.42984	23.6979	0.058801	147.52	2.42984
147.56	2.43111	23.025	0.0578239	147.28	2.42858
147.44	2.42984	23.4366	0.0584225	147.44	2.42984
147.44	2.42984	22.9527	0.0577196	147.28	2.42858
147.36	2.42858	23.7228	0.0588357	147.52	2.42984
147.4	2.42984	23.2972	0.0582217	147.36	2.42858
147.28	2.42858	23.1336	0.0579822	147.32	2.42858
147.44	2.42984	23.1364	0.0579861	147.36	2.42858
147.4	2.42984	22.6645	0.0572986	147.16	2.42731
147.28	2.42858	22.7669	0.0574492	147.2	2.42731
147.04	2.42605	23.0048	0.0577968	147.28	2.42858
147.28	2.42858	22.7717	0.057457	147.2	2.42731
147.32	2.42858	22.2326	0.0566652	146.96	2.42605
147.08	2.42605	22.1707	0.0565764	146.96	2.42605
147	2.42605	22.2617	0.0567077	147	2.42605
147	2.42605	22.9016	0.0576462	147.24	2.42858
146.88	2.42478	22.7495	0.0574222	147.2	2.42731
147.08	2.42605	22.8005	0.0574994	147.2	2.42731
147.16	2.42731	22.0847	0.0564489	146.92	2.42605
147	2.42605	22.1303	0.0565146	146.96	2.42605
147.12	2.42731	22.0726	0.0564296	146.92	2.42605
146.72	2.42352	22.3302	0.0568081	147.04	2.42605
146.84	2.42478	22.1322	0.0565185	146.96	2.42605
146.76	2.42478	22.2946	0.0567579	147	2.42605
146.96	2.42605	21.938	0.0562327	146.84	2.42478
146.88	2.42478	21.3281	0.0553251	146.6	2.42225
146.52	2.42225	21.1595	0.055074	146.52	2.42225
146.56	2.42225	21.2011	0.0551358	146.56	2.42225
146.76	2.42478	21.0748	0.0549504	146.48	2.42225
146.64	2.42352	21.5537	0.0556611	146.72	2.42352
146.44	2.42099	21.3879	0.0554178	146.64	2.42352
146.52	2.42225	20.7832	0.0545102	146.36	2.42099
146.44	2.42099	20.7971	0.0545333	146.36	2.42099
146.48	2.42225	20.5696	0.0541896	146.28	2.41972
146.44	2.42099	21.2332	0.055186	146.56	2.42225
146.24	2.41972	20.6084	0.0542475	146.28	2.41972
146.32	2.42099	21.1632	0.0550818	146.52	2.42225
146.4	2.42099	20.9647	0.0547844	146.44	2.42099
146.28	2.41972	20.44	0.0539965	146.2	2.41972
146.48	2.42225	20.6416	0.0542977	146.28	2.41972
146.28	2.41972	20.2999	0.0537841	146.12	2.41845
146.04	2.41845	20.1863	0.0536103	146.08	2.41845
146.4	2.42099	20.8366	0.0545913	146.36	2.42099
145.92	2.41719	20.1573	0.0535678	146.08	2.41845
145.88	2.41719	20.0525	0.0534094	146	2.41719
145.84	2.41592	19.7523	0.0529499	145.88	2.41719
146.2	2.41972	20.3934	0.0539231	146.2	2.41972
146.08	2.41845	19.8564	0.0531082	145.92	2.41719
145.96	2.41719	19.9595	0.0532665	145.96	2.41719
146.16	2.41972	19.7319	0.052919	145.88	2.41719
145.76	2.41592	20.2403	0.0536914	146.12	2.41845
145.96	2.41719	20.0379	0.0533863	146	2.41719
145.88	2.41719	19.2216	0.0521349	145.6	2.41466
145.76	2.41592	19.8326	0.0530734	145.88	2.41719
145.88	2.41719	19.5215	0.0525984	145.76	2.41592
145.84	2.41592	19.0584	0.0518839	145.52	2.41339
145.44	2.41339	19.3635	0.0523551	145.64	2.41466
145.36	2.41213	19.2932	0.0522469	145.64	2.41466
145.8	2.41592	19.0206	0.051826	145.48	2.41339
145.64	2.41466	19.1514	0.0520268	145.56	2.41466
145.52	2.41339	19.3541	0.0523396	145.64	2.41466
145.44	2.41339	18.5922	0.0511617	145.24	2.41086
145.4	2.41339	19.2315	0.0521504	145.6	2.41466
145.4	2.41339	19.1573	0.0520384	145.56	2.41466
145.48	2.41339	18.5785	0.0511385	145.24	2.41086
145.12	2.41086	18.9082	0.0516522	145.44	2.41339
145.4	2.41339	18.5818	0.0511462	145.24	2.41086
145.2	2.41086	18.6713	0.0512853	145.28	2.41213
145.44	2.41339	18.4413	0.0509261	145.16	2.41086
144.88	2.40833	18.6061	0.051181	145.24	2.41086
145.04	2.4096	18.1731	0.0505051	145	2.4096
145.16	2.41086	18.1332	0.0504433	144.96	2.4096
145.24	2.41086	17.7482	0.049837	144.72	2.40706
144.92	2.40833	18.2267	0.0505901	145.04	2.4096
144.84	2.40833	18.3435	0.0507716	145.08	2.4096
144.8	2.40833	17.9201	0.0501073	144.84	2.40833
145.08	2.4096	18.2305	0.0505978	145.04	2.4096
144.96	2.4096	18.2841	0.0506789	145.08	2.4096
144.64	2.4058	17.6621	0.0497018	144.68	2.40706
144.92	2.40833	17.5189	0.0494739	144.6	2.4058
144.92	2.40833	17.5381	0.0495048	144.6	2.4058
144.44	2.40453	17.6823	0.0497327	144.68	2.40706
144.36	2.40453	17.3016	0.0491263	144.44	2.40453
144.44	2.40453	17.1557	0.0488946	144.36	2.40453
144.56	2.4058	17.4844	0.049416	144.56	2.4058
144.52	2.4058	16.9317	0.0485354	144.2	2.40327
144.28	2.40327	17.5443	0.0495126	144.6	2.4058
144.12	2.402	17.3873	0.0492615	144.52	2.4058
144.08	2.402	17.1409	0.0488714	144.36	2.40453
144.48	2.4058	16.5449	0.0479098	143.92	2.40074
144.2	2.40327	17.3707	0.0492383	144.48	2.4058
144.4	2.40453	16.969	0.0485934	144.24	2.40327
144.2	2.40327	16.9889	0.0486243	144.24	2.40327
144	2.40074	16.6747	0.0481183	144.04	2.402
143.96	2.40074	16.7847	0.048296	144.08	2.402
144.2	2.40327	17.015	0.0486667	144.24	2.40327
144	2.40074	16.4514	0.0477591	143.88	2.39947
143.96	2.40074	16.2969	0.0475081	143.76	2.39947
143.6	2.39821	16.0916	0.0471721	143.6	2.39821
143.96	2.40074	16.1864	0.0473266	143.68	2.39821
144.04	2.402	16.4311	0.0477244	143.84	2.39947
143.52	2.39694	16.5565	0.0479291	143.92	2.40074
143.56	2.39694	15.9498	0.0469404	143.48	2.39694
143.44	2.39694	16.1436	0.0472571	143.64	2.39821
143.2	2.39441	15.6792	0.0464924	143.28	2.39567
143.6	2.39821	15.8902	0.04684	143.44	2.39694
143.76	2.39947	16.214	0.0473729	143.68	2.39821
143.08	2.39314	16.0601	0.047118	143.56	2.39694
143.16	2.39441	15.6928	0.0465155	143.28	2.39567
143.24	2.39441	15.8978	0.0468515	143.44	2.39694
142.92	2.39188	15.7215	0.0465619	143.32	2.39567
143.04	2.39314	15.7656	0.0466353	143.36	2.39567
143.12	2.39441	15.7806	0.0466623	143.36	2.39567
143.4	2.39567	15.5096	0.0462143	143.12	2.39441
142.76	2.39061	15.138	0.0455925	142.84	2.39188
142.64	2.38935	15.6063	0.0463726	143.2	2.39441
142.8	2.39061	15.3283	0.045913	143	2.39314
142.8	2.39061	15.6076	0.0463765	143.2	2.39441
142.72	2.39061	14.8862	0.0451715	142.6	2.38935
142.76	2.39061	15.3211	0.0458976	143	2.39314
142.4	2.38808	14.8565	0.0451213	142.6	2.38935
142.68	2.39061	14.8868	0.0451715	142.6	2.38935
142.6	2.38935	14.7675	0.0449707	142.52	2.38935
142.88	2.39188	14.4916	0.0445034	142.24	2.38682
142.48	2.38808	14.4607	0.0444532	142.24	2.38682
142.6	2.38935	14.4343	0.0444068	142.2	2.38555
142.12	2.38555	14.827	0.0450711	142.56	2.38935
142.04	2.38555	14.6679	0.0448046	142.4	2.38808
142.12	2.38555	14.7497	0.0449398	142.48	2.38808
142.12	2.38555	14.6928	0.0448471	142.44	2.38808
142.44	2.38808	14.7204	0.0448934	142.48	2.38808
142.24	2.38682	14.2634	0.0441172	142.04	2.38555
142.32	2.38682	14.4125	0.0443682	142.16	2.38555
142.16	2.38555	14.0491	0.0437503	141.84	2.38302
142.36	2.38682	14.4465	0.0444261	142.2	2.38555
142.2	2.38555	13.7548	0.0432404	141.52	2.38049
142.04	2.38555	13.9791	0.0436267	141.76	2.38302
141.6	2.38175	14.0242	0.0437078	141.8	2.38302
141.48	2.38049	13.7686	0.0432636	141.56	2.38049
141.36	2.37922	13.8198	0.0433525	141.6	2.38175
142	2.38428	14.0315	0.0437194	141.8	2.38302
141.92	2.38428	13.5265	0.0428465	141.28	2.37796
141.76	2.38302	13.9259	0.0435378	141.72	2.38175
141.48	2.38049	13.6366	0.0430358	141.4	2.37922
141.44	2.37922	13.3286	0.0424989	141.08	2.37669
141.6	2.38175	13.3314	0.0425028	141.08	2.37669
141.12	2.37669	13.4094	0.0426418	141.16	2.37796
