a2092723.262612
L'Aquila 27/09/2020 23:26:09 27/09/2020 23:26:26 0650 0013.384373 0052.542185 00.0 00.0
0000500 0010 0000000 0010 05 0000000 0000 0000000 0000
1 0 1 16380 0 0800 3.75 00355.o 0 0 02 000 12 000500 0.500 BT0 "ch1 UV-AIR"
1 2 1 04090 0 0800 3.75 00355.o 0 0 02 000 12 000500 0.500 S2A0 "ch1 UV-AIR"
1 1 1 16380 0 0800 3.75 00355.o 0 0 00 000 00 000500 3.1746 BC0 "ch1 UV-AIR"
1 3 1 04090 0 0800 3.75 00355.o 0 0 00 000 00 000500 3.1746 S2P0 "ch1 UV-AIR"
1 1 1 16380 1 0800 3.75 00386.o 0 0 00 000 00 000500 3.1746 BC1 "ch2 UV-N2"
355.000 .o Analog 0 	355.000 .o Analog StDev 0 	355.000 .o Photon Counting 0 	355.000 .o PC StDev 0 	386.000 .o Photon Counting 1 
0.965324	0.0153665	0	0	3.44
0.968987	0.0153993	0.32	0.161158	1.76
0.995116	0.015596	0	0	1.28
0.979731	0.0154758	2.88	0.483474	1.2
1.00806	0.0157053	0	0	0
1.02295	0.0158146	0.16	0.114601	2.48
0.990476	0.0155632	2.88	0.483474	3.68
1.01148	0.0157272	2.16	0.411849	3.04
0.987302	0.0155414	2.08	0.404686	2.48
0.974115	0.0154321	0	0	2.24
0.999756	0.0156397	0.96	0.275759	1.44
1.05861	0.0160878	2.16	0.411849	0.64
1.05079	0.0160332	2.72	0.465568	3.28
1.01783	0.0157818	2.08	0.404686	0.08
1.03248	0.0158911	0	0	2.24
1.00855	0.0157053	2.8	0.469149	1.12
1.0149	0.01576	2.48	0.447661	0.88
1.01172	0.0157272	0	0	0.24
1.01001	0.0157162	3.2	0.504962	0
0.988767	0.0155523	1.12	0.293666	1.6
1.02808	0.0158583	2.08	0.404686	1.92
1.01978	0.0157927	2.32	0.433336	0.4
0.996337	0.0156069	2.96	0.487056	2
0.975092	0.015443	0.08	0.0787884	0.08
0.966545	0.0153774	0.24	0.13967	3.12
1.05885	0.0160878	1.84	0.383198	1.76
0.995849	0.0156069	1.52	0.350967	1.36
1.03614	0.0159239	0.08	0.0787884	0.24
0.976313	0.0154539	0.96	0.275759	1.12
1.00562	0.0156835	3.28	0.512125	0
1.0127	0.0157381	2.24	0.426174	1.92
1.05739	0.0160769	1.6	0.358129	3.36
1.00635	0.0156835	2.4	0.440499	1.2
1.0315	0.0158802	0.56	0.211296	0.48
1.05128	0.0160332	3.28	0.512125	3.68
1.02955	0.0158692	0	0	1.6
1.00586	0.0156835	2.48	0.447661	0
0.98779	0.0155414	3.04	0.494218	2.08
0.997802	0.0156179	3.36	0.522869	0
0.994383	0.015596	2.48	0.447661	2.56
1.0359	0.015913	3.36	0.522869	3.44
1.01441	0.015749	1.28	0.325898	0.4
1.00611	0.0156835	1.92	0.390361	0.24
1.03663	0.0159239	0.32	0.161158	1.6
1.02808	0.0158583	2.08	0.404686	0
0.99536	0.0156069	2.24	0.426174	1.36
0.995116	0.015596	0.88	0.261434	2.48
1.03834	0.0159348	2.48	0.447661	1.2
1.06081	0.0161097	2.08	0.404686	0
1.05519	0.016066	2.4	0.440499	0.16
0.997558	0.0156179	2.56	0.451243	0
0.995849	0.0156069	3.12	0.501381	2.48
0.97558	0.015443	0.56	0.211296	1.84
1.04615	0.0160004	0.96	0.275759	2.08
1.03956	0.0159458	0	0	0.72
0.9558	0.01529	0	0	2.32
1.02491	0.0158365	1.84	0.383198	3.2
0.984615	0.0155195	2.24	0.426174	1.76
1.00024	0.0156397	2.96	0.487056	2.48
1.00635	0.0156835	1.12	0.293666	2.8
0.983394	0.0155086	1.36	0.33306	3.36
0.963126	0.0153446	0	0	2.72
0.981197	0.0154867	0.8	0.25069	0.32
0.969963	0.0153993	0.88	0.261434	0.8
1.03443	0.015902	1.68	0.368873	0.32
1.0442	0.0159785	1.12	0.293666	2.8
0.982418	0.0154977	2.88	0.483474	0.4
1.03907	0.0159458	1.44	0.343804	3.2
0.98486	0.0155195	3.36	0.522869	0.08
0.971429	0.0154102	0	0	0
0.995116	0.015596	1.52	0.350967	1.12
1.02125	0.0158037	0	0	0
0.987302	0.0155414	2.16	0.411849	1.92
0.998046	0.0156179	0	0	0.64
1.01245	0.0157381	0.4	0.179065	0.08
1.03199	0.0158911	2.96	0.487056	3.28
1.03101	0.0158802	1.6	0.358129	1.68
0.984615	0.0155195	1.92	0.390361	2.48
0.962393	0.0153446	0	0	3.28
1.00757	0.0156944	0.48	0.19339	2.72
1.0254	0.0158365	2.24	0.426174	0.16
0.989499	0.0155523	1.84	0.383198	0.4
1.02125	0.0158037	0.96	0.275759	2.24
0.989255	0.0155523	1.68	0.368873	0.56
0.993162	0.0155851	1.76	0.376036	0.4
0.991697	0.0155742	0.4	0.179065	2.48
1.01636	0.01576	1.6	0.358129	1.44
1.042	0.0159676	1.2	0.30441	0
1.05104	0.0160332	2.16	0.411849	2.8
1.03419	0.015902	0.16	0.114601	2.08
1.03028	0.0158692	3.2	0.504962	1.04
0.994139	0.015596	1.12	0.293666	0
1.03614	0.0159239	0	0	3.36
0.971673	0.0154212	1.44	0.343804	0.08
0.964591	0.0153556	0	0	2.8
1.04811	0.0160113	2.16	0.411849	0.56
0.965568	0.0153665	0.16	0.114601	0
1.05201	0.0160441	2.8	0.469149	0
1.04103	0.0159567	0.24	0.13967	1.44
0.978755	0.0154758	1.52	0.350967	0.16
1.02833	0.0158583	1.52	0.350967	0.16
1.00415	0.0156725	1.44	0.343804	0
1.03834	0.0159348	2.16	0.411849	2.32
1.0105	0.0157162	3.04	0.494218	1.52
1.04029	0.0159458	2.96	0.487056	3.28
1.03565	0.015913	1.36	0.33306	1.76
1.01416	0.015749	1.52	0.350967	0.48
0.963858	0.0153556	0.96	0.275759	1.04
0.98486	0.0155195	2.4	0.440499	2
0.98779	0.0155414	1.36	0.33306	1.84
0.986325	0.0155304	0.64	0.225621	3.36
1.03468	0.015902	1.6	0.358129	2.64
1.04493	0.0159895	2	0.397523	0.64
0.993407	0.0155851	1.76	0.376036	0.4
0.993162	0.0155851	0	0	1.44
1.00464	0.0156725	2.56	0.451243	3.2
0.978022	0.0154649	1.6	0.358129	0
1.0188	0.0157818	3.12	0.501381	0.16
1.01294	0.0157381	2.08	0.404686	0.32
0.993651	0.0155851	2.64	0.458405	2.24
0.98315	0.0155086	1.12	0.293666	2.24
0.982662	0.0154977	0	0	0
1.01001	0.0157162	0	0	2.24
0.998779	0.0156288	2.4	0.440499	2.48
1.00147	0.0156507	1.36	0.33306	2.08
1.00269	0.0156616	0.72	0.236365	0.8
1.00513	0.0156835	1.36	0.33306	1.84
1.00415	0.0156725	2.16	0.411849	0
0.982173	0.0154977	2.56	0.451243	1.68
1.05397	0.016055	2.32	0.433336	0
1.02051	0.0157927	2	0.397523	0.8
1.05543	0.016066	3.04	0.494218	2.72
0.981441	0.0154977	1.6	0.358129	0.24
0.969475	0.0153993	0.08	0.0787884	2.72
1.06691	0.0161534	3.04	0.494218	2.96
0.986325	0.0155304	0	0	1.52
0.996581	0.0156069	1.12	0.293666	1.52
1.00122	0.0156507	0.48	0.19339	1.04
0.999512	0.0156397	2.96	0.487056	1.28
1.02344	0.0158255	3.12	0.501381	3.2
1.0105	0.0157162	1.68	0.368873	3.28
1.04347	0.0159785	0.88	0.261434	2.4
0.967766	0.0153884	1.28	0.325898	1.84
0.997802	0.0156179	2	0.397523	0
1.04151	0.0159567	2.8	0.469149	3.12
1.04908	0.0160223	2.56	0.451243	2.24
1.042	0.0159676	1.44	0.343804	1.52
0.977045	0.0154539	1.6	0.358129	0
1.01807	0.0157818	0	0	1.76
0.956044	0.01529	0	0	2.96
0.966056	0.0153665	0	0	0.8
1.05153	0.0160332	1.84	0.383198	1.44
0.989499	0.0155523	0.24	0.13967	2.48
0.971429	0.0154102	0	0	0.16
0.971917	0.0154212	0.96	0.275759	0
1.0359	0.015913	1.76	0.376036	0.56
1.00611	0.0156835	2.16	0.411849	1.92
0.989744	0.0155632	1.04	0.286503	1.76
0.995116	0.015596	0.48	0.19339	0
1.06227	0.0161206	3.12	0.501381	0.56
0.998535	0.0156288	1.04	0.286503	3.12
0.996337	0.0156069	0.4	0.179065	0.24
1.02442	0.0158255	1.68	0.368873	3.12
0.987546	0.0155414	2.56	0.451243	0.32
1.01661	0.0157709	2.08	0.404686	2.4
1.05665	0.0160769	2.72	0.465568	0
0.980464	0.0154867	2.4	0.440499	2.24
0.985348	0.0155195	2.88	0.483474	2.72
0.994383	0.015596	0	0	0.32
0.982662	0.0154977	1.52	0.350967	2.64
0.957509	0.0153009	0	0	3.12
1.00171	0.0156507	2.16	0.411849	0.88
1.02173	0.0158037	2	0.397523	2.72
1.02491	0.0158365	2.72	0.465568	2.72
0.979731	0.0154758	0.88	0.261434	0
1.01319	0.0157381	0.8	0.25069	0
0.98779	0.0155414	1.68	0.368873	0
1.01832	0.0157818	2.4	0.440499	0
0.961172	0.0153337	0.56	0.211296	1.6
0.995849	0.0156069	2.72	0.465568	0.24
0.965324	0.0153665	0.8	0.25069	1.28
0.997802	0.0156179	0	0	1.04
1.00366	0.0156616	1.52	0.350967	2
0.991453	0.0155742	2.8	0.469149	0.64
1.01319	0.0157381	1.44	0.343804	0.56
1.0293	0.0158692	1.12	0.293666	2.24
0.984615	0.0155195	1.52	0.350967	1.2
0.999267	0.0156288	0.88	0.261434	0.48
1.04518	0.0159895	1.28	0.325898	0.48
0.977045	0.0154539	0.32	0.161158	1.2
1.01368	0.015749	2.56	0.451243	1.6
0.963126	0.0153446	0	0	2.88
0.994872	0.015596	2.08	0.404686	0.88
1.01074	0.0157272	0	0	0
1.04176	0.0159676	0.48	0.19339	0
1.05446	0.016055	1.28	0.325898	1.52
1.03321	0.015902	1.2	0.30441	0
1.02222	0.0158146	2.48	0.447661	0
1.01832	0.0157818	1.84	0.383198	2.56
1.03199	0.0158911	2.64	0.458405	2.88
0.977778	0.0154649	0	0	1.92
1.02295	0.0158146	2.24	0.426174	0
1.03932	0.0159458	1.6	0.358129	0
1.01172	0.0157272	0.8	0.25069	1.2
1.00611	0.0156835	1.6	0.358129	0
1.03175	0.0158802	0.64	0.225621	1.12
1.04176	0.0159676	2.96	0.487056	0.24
1.01514	0.01576	1.44	0.343804	1.28
0.983394	0.0155086	2.16	0.411849	0
1.03541	0.015913	2.88	0.483474	2.16
1.02125	0.0158037	0	0	2
0.972405	0.0154212	0	0	0
1.01001	0.0157162	1.76	0.376036	2.24
0.976557	0.0154539	0.64	0.225621	0.8
1.02857	0.0158583	1.52	0.350967	2.48
0.986813	0.0155304	0.8	0.25069	0
1.01832	0.0157818	0	0	0.56
1.05812	0.0160878	2	0.397523	2.32
0.982418	0.0154977	2.56	0.451243	1.84
1.03028	0.0158692	2.56	0.451243	0.8
1.02344	0.0158255	0	0	0.96
1.00611	0.0156835	0	0	1.92
1.021	0.0158037	2.8	0.469149	1.12
0.980464	0.0154867	1.6	0.358129	0
0.976313	0.0154539	1.12	0.293666	0.16
1.02882	0.0158583	0	0	2.88
1.03541	0.015913	2.72	0.465568	2.8
1.03785	0.0159348	2.48	0.447661	1.92
0.965079	0.0153665	0	0	1.6
1.04982	0.0160223	0.96	0.275759	2.24
0.978266	0.0154649	2.48	0.447661	0
1.04542	0.0159895	2.24	0.426174	0.32
0.986325	0.0155304	2.88	0.483474	1.6
1.0442	0.0159785	0.56	0.211296	2.24
1.04347	0.0159785	0.96	0.275759	0
1.00806	0.0157053	2.72	0.465568	2.88
1.01856	0.0157818	2.08	0.404686	1.6
1.05275	0.0160441	1.84	0.383198	2.4
1.05446	0.016055	1.28	0.325898	0
1.0337	0.015902	0.56	0.211296	0.72
0.98315	0.0155086	2.8	0.469149	1.84
0.971184	0.0154102	1.2	0.30441	1.04
0.988278	0.0155414	0	0	2.4
0.994872	0.015596	0.8	0.25069	1.92
0.976313	0.0154539	1.92	0.390361	0.08
1.01001	0.0157162	2.72	0.465568	0
0.964103	0.0153556	0.24	0.13967	2.48
1.02222	0.0158146	0.96	0.275759	0.8
1.01636	0.01576	1.6	0.358129	1.28
1.03834	0.0159348	0	0	1.12
0.990476	0.0155632	2.48	0.447661	1.76
0.994139	0.015596	0.8	0.25069	2.4
1.05299	0.0160441	2.48	0.447661	1.12
0.995604	0.0156069	2	0.397523	0.32
1.03004	0.0158692	2.08	0.404686	0.24
0.971184	0.0154102	1.52	0.350967	2.64
0.989744	0.0155632	0	0	1.92
1.02466	0.0158255	1.04	0.286503	1.6
1.03346	0.015902	2.64	0.458405	1.12
0.987302	0.0155414	2	0.397523	0.08
0.981929	0.0154977	2.48	0.447661	1.28
1.03223	0.0158911	0.4	0.179065	2.56
0.989988	0.0155632	0	0	1.28
1.00635	0.0156835	0	0	1.2
1.05275	0.0160441	1.68	0.368873	0
0.975336	0.015443	0.88	0.261434	0.8
1.02808	0.0158583	0	0	2.56
1.04786	0.0160113	2.8	0.469149	0.32
1.00415	0.0156725	1.6	0.358129	1.6
1.04664	0.0160004	1.84	0.383198	0.24
1.04518	0.0159895	2.24	0.426174	2.48
1.00952	0.0157162	0.24	0.13967	0.96
0.993895	0.015596	0	0	1.92
1.01807	0.0157818	0	0	0
0.987057	0.0155414	1.76	0.376036	0
0.999267	0.0156288	2.24	0.426174	0.96
0.997558	0.0156179	0.48	0.19339	0.32
0.967521	0.0153774	0.56	0.211296	0
1.02857	0.0158583	0.4	0.179065	1.12
1.00781	0.0156944	2.72	0.465568	0.16
1.02857	0.0158583	0.88	0.261434	2.32
1.01661	0.0157709	1.44	0.343804	1.44
1.03199	0.0158911	2	0.397523	1.2
0.982906	0.0155086	0.96	0.275759	0.32
1.03858	0.0159348	2.64	0.458405	1.52
0.981441	0.0154977	0.56	0.211296	2.72
1.01001	0.0157162	1.52	0.350967	0
1.04469	0.0159895	1.12	0.293666	0
0.963126	0.0153446	0.24	0.13967	0.32
1.00611	0.0156835	2.24	0.426174	0.4
1.04957	0.0160223	0.72	0.236365	1.84
1.01074	0.0157272	0.4	0.179065	1.12
1.01441	0.015749	0.24	0.13967	2.4
1.02662	0.0158474	1.44	0.343804	0.56
0.987546	0.0155414	0.32	0.161158	2.16
1.06178	0.0161097	2.64	0.458405	0
0.978999	0.0154758	0	0	0.96
1.03687	0.0159239	0	0	0
1.04811	0.0160113	1.92	0.390361	2.48
0.989011	0.0155523	1.92	0.390361	2
1.06325	0.0161316	2.48	0.447661	2.48
0.973382	0.0154321	0.4	0.179065	0
0.98779	0.0155414	0.96	0.275759	0.64
0.974603	0.015443	1.28	0.325898	1.76
0.969963	0.0153993	1.36	0.33306	1.68
0.989499	0.0155523	2	0.397523	0.72
1.02979	0.0158692	0.96	0.275759	2.64
1.02051	0.0157927	0	0	0.16
1.00757	0.0156944	0.16	0.114601	0.4
1.00024	0.0156397	0.56	0.211296	2.48
1.00635	0.0156835	0.8	0.25069	1.6
1.01172	0.0157272	0.8	0.25069	0.88
1.03346	0.015902	2.32	0.433336	1.84
0.996337	0.0156069	1.12	0.293666	1.84
0.993407	0.0155851	0	0	2.32
0.994383	0.015596	0.96	0.275759	1.12
0.957753	0.0153009	0	0	1.2
1.03346	0.015902	1.68	0.368873	0.88
0.986569	0.0155304	2.32	0.433336	0.32
0.992674	0.0155851	1.36	0.33306	0.24
1.00708	0.0156944	0	0	0
0.967277	0.0153774	1.04	0.286503	0.48
1.05495	0.016066	1.68	0.368873	0.24
1.0547	0.016066	2.08	0.404686	0
1.05226	0.0160441	2.4	0.440499	1.36
0.988278	0.0155414	0.88	0.261434	1.52
1.03834	0.0159348	2	0.397523	0
1.05812	0.0160878	2.48	0.447661	0
0.981929	0.0154977	0	0	2.32
1.00781	0.0156944	1.92	0.390361	1.92
1.01929	0.0157927	0	0	0.32
1.01465	0.015749	1.2	0.30441	0
1.04933	0.0160223	1.84	0.383198	0
1.01392	0.015749	0.48	0.19339	1.84
0.978755	0.0154758	0.56	0.211296	0
1.04884	0.0160113	1.04	0.286503	1.04
0.988523	0.0155523	2.24	0.426174	1.76
1.01221	0.0157381	0.24	0.13967	0
1.04176	0.0159676	1.52	0.350967	1.44
1.05421	0.016055	2.56	0.451243	0
0.985592	0.0155304	0	0	1.52
0.978755	0.0154758	0.8	0.25069	0
0.984371	0.0155195	0	0	0.88
0.95409	0.0152791	0	0	1.04
0.983394	0.0155086	0.88	0.261434	0.32
0.979976	0.0154758	0.08	0.0787884	0.64
1.0105	0.0157162	0.72	0.236365	2.32
1.0486	0.0160113	1.52	0.350967	0.16
1.04347	0.0159785	1.84	0.383198	1.28
1.02784	0.0158583	1.28	0.325898	2.16
0.966056	0.0153665	1.04	0.286503	1.28
0.983639	0.0155086	0	0	0
1.05641	0.0160769	2	0.397523	0.24
0.983883	0.0155086	2.4	0.440499	0.56
0.95873	0.0153119	0	0	1.36
0.992918	0.0155851	0.08	0.0787884	0
0.969963	0.0153993	0.24	0.13967	0.64
1.03394	0.015902	1.44	0.343804	2.16
1.02759	0.0158583	0	0	0.16
1.02955	0.0158692	1.92	0.390361	0
1.0293	0.0158692	0.4	0.179065	1.2
0.964103	0.0153556	0.88	0.261434	0.72
1.02882	0.0158583	0.4	0.179065	0.16
1.05201	0.0160441	2.24	0.426174	0
0.997802	0.0156179	0.4	0.179065	0.88
0.987546	0.0155414	0	0	1.44
0.987546	0.0155414	1.84	0.383198	1.68
0.964591	0.0153556	0	0	2.24
1.02198	0.0158037	0.16	0.114601	0.32
0.98022	0.0154867	1.92	0.390361	1.2
1.0149	0.01576	0.08	0.0787884	0
0.976313	0.0154539	0.56	0.211296	0
0.967521	0.0153774	0.48	0.19339	0
1.01294	0.0157381	1.12	0.293666	1.92
0.985104	0.0155195	0.96	0.275759	2.24
1.01441	0.015749	1.6	0.358129	0
0.959463	0.0153228	0.08	0.0787884	0
1.00244	0.0156616	1.2	0.30441	0
1.01441	0.015749	1.6	0.358129	1.04
1.03492	0.015913	0.56	0.211296	0.56
0.983394	0.0155086	1.36	0.33306	0.24
0.97265	0.0154212	1.28	0.325898	1.52
0.998046	0.0156179	2.24	0.426174	1.52
1.02295	0.0158146	0.56	0.211296	1.36
1.04029	0.0159458	0.32	0.161158	1.04
0.994872	0.015596	0	0	0
0.957509	0.0153009	0	0	1.92
0.974359	0.0154321	0	0	2.16
1.03834	0.0159348	0.88	0.261434	2.4
1.04762	0.0160113	1.6	0.358129	0.32
0.986569	0.0155304	1.28	0.325898	0
1.00024	0.0156397	0.08	0.0787884	1.28
0.975336	0.015443	0	0	1.36
0.968987	0.0153993	0.4	0.179065	0
1.03858	0.0159348	2.4	0.440499	1.52
0.998291	0.0156288	2.24	0.426174	2.16
1.02759	0.0158583	0	0	0.32
1.02784	0.0158583	1.68	0.368873	0
1.00024	0.0156397	0	0	1.2
1.03565	0.015913	1.04	0.286503	0
1.00122	0.0156507	1.28	0.325898	2.16
1.0022	0.0156616	1.44	0.343804	0.16
0.97851	0.0154649	1.92	0.390361	0
1.05177	0.0160332	1.76	0.376036	0
1.01148	0.0157272	0.56	0.211296	0.56
1.03321	0.015902	1.76	0.376036	1.68
0.980708	0.0154867	1.28	0.325898	2
0.991941	0.0155742	0	0	0
0.973871	0.0154321	0.56	0.211296	0.96
0.997558	0.0156179	1.28	0.325898	1.68
0.991941	0.0155742	2.16	0.411849	0
0.997314	0.0156179	2.16	0.411849	1.84
1.01099	0.0157272	1.36	0.33306	0.64
1.00098	0.0156507	2.08	0.404686	2
1.03101	0.0158802	0	0	0.16
0.997802	0.0156179	1.04	0.286503	2.32
1.04103	0.0159567	1.2	0.30441	0
0.981685	0.0154977	1.92	0.390361	1.44
1.00024	0.0156397	1.84	0.383198	0
0.992918	0.0155851	0.24	0.13967	1.68
1.05836	0.0160878	2.32	0.433336	2.32
1.00488	0.0156725	0.4	0.179065	0.16
0.957753	0.0153009	0	0	1.6
0.993895	0.015596	0	0	0
0.986081	0.0155304	1.76	0.376036	0
0.962393	0.0153446	0	0	0.24
1.01734	0.0157709	0.08	0.0787884	0.72
1.04396	0.0159785	1.44	0.343804	0
1.05568	0.016066	1.84	0.383198	2.16
0.963614	0.0153556	0.88	0.261434	0
0.998046	0.0156179	2.24	0.426174	0
0.977534	0.0154649	0	0	0.08
1.04835	0.0160113	0.56	0.211296	0
1.03346	0.015902	1.12	0.293666	0
0.986081	0.0155304	0	0	0.96
1.03663	0.0159239	0.8	0.25069	0.8
1.02027	0.0157927	1.76	0.376036	1.84
0.981197	0.0154867	1.84	0.383198	0.48
1.03663	0.0159239	2.08	0.404686	0.32
0.974603	0.015443	1.68	0.368873	1.44
0.975092	0.015443	0	0	1.2
1.0083	0.0157053	0	0	1.04
0.999023	0.0156288	1.76	0.376036	0
1.0254	0.0158365	0.24	0.13967	2.32
0.994628	0.015596	0	0	0.08
1.03297	0.0158911	1.52	0.350967	0.32
1.0398	0.0159458	0.48	0.19339	2.16
1.01832	0.0157818	1.36	0.33306	2.24
0.996581	0.0156069	0	0	0.08
0.976068	0.0154539	0.16	0.114601	2.08
0.975092	0.015443	0.4	0.179065	0.56
0.973138	0.0154212	1.76	0.376036	1.12
1.01832	0.0157818	0	0	1.52
1.00415	0.0156725	0	0	0
0.955067	0.0152791	0	0	0
1.00244	0.0156616	1.84	0.383198	0
1.0359	0.015913	1.44	0.343804	0.64
0.981441	0.0154977	0.4	0.179065	0.8
1.00879	0.0157053	0	0	0.96
0.99536	0.0156069	1.52	0.350967	0
1.02222	0.0158146	0	0	0.24
1.02173	0.0158037	0	0	1.92
1.05714	0.0160769	2.16	0.411849	0
1.04322	0.0159785	2.16	0.411849	0.4
1.01416	0.015749	0	0	2.16
1.03394	0.015902	0.96	0.275759	1.04
1.00611	0.0156835	0	0	1.12
1.01832	0.0157818	0	0	0.32
1.01465	0.015749	1.44	0.343804	0.16
1.01856	0.0157818	0.48	0.19339	1.12
1.00098	0.0156507	1.92	0.390361	2
1.00855	0.0157053	0	0	0.8
1.02418	0.0158255	0.88	0.261434	0.72
1.00586	0.0156835	1.12	0.293666	0
0.977778	0.0154649	0.96	0.275759	0.56
0.998291	0.0156288	0.32	0.161158	1.44
1.03712	0.0159239	1.44	0.343804	0.72
0.982662	0.0154977	0	0	2.16
1.01587	0.01576	0	0	0
1.02466	0.0158255	0	0	0
0.968498	0.0153884	0.88	0.261434	0.56
1.02173	0.0158037	2.08	0.404686	1.52
1.00342	0.0156616	0.72	0.236365	1.28
0.991209	0.0155742	0.8	0.25069	0.32
0.98022	0.0154867	1.04	0.286503	0.48
0.971917	0.0154212	0.88	0.261434	2.24
1.03932	0.0159458	0.64	0.225621	0
1.0044	0.0156725	1.28	0.325898	0
0.975092	0.015443	0.88	0.261434	1.28
1.01563	0.01576	0.24	0.13967	0
1.00073	0.0156397	0	0	1.04
0.998779	0.0156288	0	0	1.92
1.00684	0.0156944	0	0	0
1.01783	0.0157818	2.16	0.411849	1.44
1.00586	0.0156835	0	0	0
0.97851	0.0154649	0	0	1.2
0.976557	0.0154539	0.4	0.179065	0.48
1.03346	0.015902	0	0	0.96
1.02418	0.0158255	0.48	0.19339	0.08
0.971673	0.0154212	1.36	0.33306	0
1.00781	0.0156944	0	0	1.04
0.966789	0.0153774	0.48	0.19339	1.52
1.03297	0.0158911	0.48	0.19339	2.08
0.970696	0.0154102	0.8	0.25069	1.04
0.991941	0.0155742	0	0	1.04
0.999023	0.0156288	1.84	0.383198	1.28
0.981441	0.0154977	0.88	0.261434	0
1.03394	0.015902	1.2	0.30441	1.36
0.992186	0.0155742	1.68	0.368873	1.36
1.00366	0.0156616	2.08	0.404686	0.16
0.998291	0.0156288	0.4	0.179065	0.88
1.03932	0.0159458	1.92	0.390361	1.52
0.977045	0.0154539	1.44	0.343804	0.56
0.967277	0.0153774	0.64	0.225621	0.08
0.982418	0.0154977	0	0	0
0.970208	0.0153993	0	0	0.88
1.00977	0.0157162	0.4	0.179065	1.84
1.05324	0.016055	1.28	0.325898	1.52
0.965812	0.0153665	0	0	0
0.976557	0.0154539	0.08	0.0787884	0.96
1.0083	0.0157053	1.04	0.286503	1.36
0.972894	0.0154212	0	0	0.32
0.976557	0.0154539	1.52	0.350967	1.12
0.978022	0.0154649	0.48	0.19339	0
0.969719	0.0153993	1.36	0.33306	0.96
1.03419	0.015902	0.08	0.0787884	0.16
1.02051	0.0157927	0.88	0.261434	1.6
0.985104	0.0155195	0.24	0.13967	0.96
1.04518	0.0159895	1.6	0.358129	1.12
1.01001	0.0157162	0	0	1.2
0.965079	0.0153665	0	0	1.76
0.994383	0.015596	1.76	0.376036	0
1.00098	0.0156507	1.92	0.390361	0.64
1.05104	0.0160332	1.2	0.30441	1.76
0.973382	0.0154321	0	0	0
0.964591	0.0153556	0.96	0.275759	0
1.04249	0.0159676	1.04	0.286503	0
0.973871	0.0154321	0.72	0.236365	0.32
0.989499	0.0155523	1.12	0.293666	0
1.01172	0.0157272	0	0	1.68
1.02589	0.0158365	0	0	0.32
1.04591	0.0159895	1.04	0.286503	0.24
0.974115	0.0154321	1.92	0.390361	0.96
0.981197	0.0154867	0	0	1.36
0.99072	0.0155632	0.24	0.13967	0.72
1.02491	0.0158365	0.48	0.19339	0
0.97265	0.0154212	0	0	0.4
1.00049	0.0156397	0.72	0.236365	1.68
1.0486	0.0160113	1.04	0.286503	0
1.04835	0.0160113	1.92	0.390361	0.24
0.999512	0.0156397	0.08	0.0787884	1.36
1.0398	0.0159458	0.48	0.19339	0.8
1.04151	0.0159567	1.68	0.368873	1.52
1.00513	0.0156835	1.92	0.390361	1.68
0.973626	0.0154321	1.12	0.293666	1.04
0.999756	0.0156397	1.84	0.383198	0
0.989255	0.0155523	0.4	0.179065	1.92
0.971673	0.0154212	1.44	0.343804	1.2
1.00806	0.0157053	0	0	0.08
0.977045	0.0154539	1.44	0.343804	0.64
1.05128	0.0160332	1.12	0.293666	0
1.02833	0.0158583	0	0	0.8
1.0381	0.0159348	0	0	1.44
0.975336	0.015443	0	0	0
1.03687	0.0159239	0	0	0
0.977289	0.0154649	1.84	0.383198	0.32
0.972894	0.0154212	0.96	0.275759	0
0.969475	0.0153993	1.36	0.33306	0
0.992186	0.0155742	0.16	0.114601	1.44
1.01416	0.015749	0	0	0.16
1.04249	0.0159676	1.92	0.390361	1.6
0.996581	0.0156069	0.56	0.211296	0
0.980952	0.0154867	0	0	1.76
1.01587	0.01576	1.12	0.293666	1.92
1.01832	0.0157818	1.44	0.343804	0.64
0.986325	0.0155304	0.08	0.0787884	0.4
1.01636	0.01576	1.52	0.350967	1.76
0.99536	0.0156069	0.16	0.114601	0
0.980952	0.0154867	0.88	0.261434	0
1.04591	0.0159895	1.04	0.286503	0.08
0.961172	0.0153337	0	0	1.6
1.03223	0.0158911	0	0	0
1.04347	0.0159785	1.92	0.390361	1.76
1.03468	0.015902	0.32	0.161158	0.24
0.966545	0.0153774	0.16	0.114601	0
0.993895	0.015596	1.52	0.350967	0
0.967766	0.0153884	0.48	0.19339	1.04
1.01392	0.015749	0	0	0
0.985348	0.0155195	1.52	0.350967	1.68
1.00391	0.0156725	1.28	0.325898	0
1.00781	0.0156944	1.28	0.325898	0
1.02173	0.0158037	0	0	0.4
1.00757	0.0156944	1.6	0.358129	0
1.02759	0.0158583	1.44	0.343804	0
0.986325	0.0155304	0.32	0.161158	1.76
0.988767	0.0155523	0	0	0.8
1.01123	0.0157272	0	0	0.8
0.953358	0.0152681	0	0	0.48
1.00293	0.0156616	0.88	0.261434	1.76
1.00366	0.0156616	1.2	0.30441	1.6
0.972161	0.0154212	1.6	0.358129	0
1.00952	0.0157162	0.72	0.236365	1.6
1.03663	0.0159239	0.64	0.225621	1.92
0.985348	0.0155195	0	0	0.24
1.04493	0.0159895	1.52	0.350967	1.28
0.997558	0.0156179	0.4	0.179065	0.88
