a2262915.363722
LAquila  29/06/2022 15:36:04 29/06/2022 15:36:37 0000 0000.000000 0000.000000 00.0 00.0
0001000 0010 0000000 0010 06 0000000 0010 0000000 0010
1 1 1 16380 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 BC0 "green"
1 3 1 02000 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 S2P0 "green"
1 0 1 16380 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 BT1 "IR"
1 2 1 02000 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 S2A1 "IR"
1 1 1 16380 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 BC1 "UV"
1 3 1 02000 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 S2P1 "UV"
532.000 .o Photon Counting 0 	532.000 .o PC StDev 0 	1064.000 .p Analog 1 	1064.000 .p Analog StDev 1 	355.000 .s Photon Counting 1 	355.000 .s PC StDev 1 
0.04	0.0404974	1.01453	0.0111809	0.04	0.0404974
0	0	1.01184	0.0111654	0.04	0.0404974
0.04	0.0404974	0.989988	0.0110418	0	0
0.04	0.0404974	1.0243	0.0112349	0.04	0.0404974
0.04	0.0404974	1.00037	0.0110998	0.04	0.0404974
0.04	0.0404974	0.976679	0.0109685	0	0
0	0	1.02479	0.0112349	0.04	0.0404974
0	0	1.02076	0.0112156	0.04	0.0404974
0.04	0.0404974	1.00525	0.0111268	0.04	0.0404974
0	0	1.00244	0.0111114	0.04	0.0404974
0.04	0.0404974	1.0221	0.0112195	0.04	0.0404974
0.04	0.0404974	0.989499	0.011038	0	0
0	0	1.02259	0.0112234	0.04	0.0404974
0.04	0.0404974	1.0127	0.0111693	0.04	0.0404974
0.04	0.0404974	1.00537	0.0111268	0.04	0.0404974
0.04	0.0404974	1.00513	0.0111268	0.04	0.0404974
0	0	1.02759	0.0112504	0.04	0.0404974
0.04	0.0404974	1.00159	0.0111075	0.04	0.0404974
0	0	1.02088	0.0112156	0.04	0.0404974
0.04	0.0404974	0.995482	0.0110727	0.04	0.0404974
0.04	0.0404974	0.98486	0.0110109	0	0
0.04	0.0404974	1.02589	0.0112427	0.04	0.0404974
0.04	0.0404974	1.02869	0.0112581	0.04	0.0404974
0	0	1.01612	0.0111886	0.04	0.0404974
0	0	1.01563	0.0111847	0.04	0.0404974
0.04	0.0404974	0.975702	0.0109607	0	0
0.04	0.0404974	0.984371	0.0110109	0	0
0	0	0.995849	0.0110766	0.04	0.0404974
0	0	1.00147	0.0111075	0.04	0.0404974
0.04	0.0404974	0.968742	0.0109221	0	0
0.04	0.0404974	1.01966	0.0112079	0.04	0.0404974
0.04	0.0404974	1.02405	0.0112311	0.04	0.0404974
0.04	0.0404974	1.00513	0.0111268	0.04	0.0404974
0.04	0.0404974	1.01355	0.0111732	0.04	0.0404974
0.04	0.0404974	1.01538	0.0111847	0.04	0.0404974
0.04	0.0404974	1.01917	0.0112041	0.04	0.0404974
0.04	0.0404974	0.987424	0.0110264	0	0
0	0	1.02381	0.0112311	0.04	0.0404974
0.04	0.0404974	0.991819	0.0110534	0	0
0	0	1.02576	0.0112427	0.04	0.0404974
0.04	0.0404974	1.02784	0.0112543	0.04	0.0404974
0	0	1.00366	0.0111191	0.04	0.0404974
0	0	1.01709	0.0111925	0.04	0.0404974
0.04	0.0404974	0.978999	0.01098	0	0
0.04	0.0404974	1.02796	0.0112543	0.04	0.0404974
0.04	0.0404974	0.985104	0.0110148	0	0
0	0	0.996825	0.0110805	0.04	0.0404974
0	0	0.980098	0.0109878	0	0
0.04	0.0404974	1.00806	0.0111423	0.04	0.0404974
0.04	0.0404974	0.993407	0.0110612	0	0
0.04	0.0404974	0.979121	0.01098	0	0
0.04	0.0404974	1.00623	0.0111345	0.04	0.0404974
0.04	0.0404974	0.99768	0.0110843	0.04	0.0404974
0	0	1.0022	0.0111114	0.04	0.0404974
0	0	0.995604	0.0110727	0.04	0.0404974
0	0	1.01477	0.0111809	0.04	0.0404974
0	0	0.969231	0.010926	0	0
0.04	0.0404974	1.01429	0.011177	0.04	0.0404974
0	0	0.969475	0.010926	0	0
0	0	1.03138	0.0112736	0.04	0.0404974
0.04	0.0404974	0.98486	0.0110109	0	0
0	0	0.981563	0.0109955	0	0
0.04	0.0404974	1.0094	0.01115	0.04	0.0404974
0	0	1.03028	0.0112658	0.04	0.0404974
0.04	0.0404974	0.996337	0.0110766	0.04	0.0404974
0	0	1.02503	0.0112388	0.04	0.0404974
0.04	0.0404974	1.00256	0.0111114	0.04	0.0404974
0	0	0.984371	0.0110109	0	0
0.04	0.0404974	0.979365	0.0109839	0	0
0.04	0.0404974	0.998046	0.0110882	0.04	0.0404974
0.04	0.0404974	0.979487	0.0109839	0	0
0.04	0.0404974	1.01734	0.0111963	0.04	0.0404974
0.04	0.0404974	1.02418	0.0112311	0.04	0.0404974
0.04	0.0404974	1.01709	0.0111925	0.04	0.0404974
0.04	0.0404974	0.980464	0.0109878	0	0
0.04	0.0404974	1.00952	0.01115	0.04	0.0404974
0	0	1.00537	0.0111268	0.04	0.0404974
0.04	0.0404974	1.00427	0.0111229	0.04	0.0404974
0	0	0.994017	0.011065	0	0
0.04	0.0404974	1.02369	0.0112311	0.04	0.0404974
0.04	0.0404974	1.02869	0.0112581	0.04	0.0404974
0.04	0.0404974	1.0127	0.0111693	0.04	0.0404974
0.04	0.0404974	0.998657	0.011092	0.04	0.0404974
0	0	1.01233	0.0111654	0.04	0.0404974
0.04	0.0404974	0.973626	0.0109491	0	0
0.04	0.0404974	0.975824	0.0109607	0	0
0	0	0.994505	0.011065	0	0
0	0	1.00403	0.0111191	0.04	0.0404974
0	0	1.02723	0.0112504	0.04	0.0404974
0.04	0.0404974	1.02955	0.011262	0.04	0.0404974
0.04	0.0404974	0.972405	0.0109414	0	0
0.04	0.0404974	1.00757	0.0111423	0.04	0.0404974
0	0	1.02576	0.0112427	0.04	0.0404974
0.04	0.0404974	0.999512	0.0110959	0.04	0.0404974
0.04	0.0404974	0.973138	0.0109453	0	0
0.04	0.0404974	0.995971	0.0110766	0.04	0.0404974
0.04	0.0404974	1.00757	0.0111423	0.04	0.0404974
0.04	0.0404974	1.00379	0.0111191	0.04	0.0404974
0	0	1.01575	0.0111847	0.04	0.0404974
0.04	0.0404974	0.991209	0.0110496	0	0
0	0	1.00281	0.0111152	0.04	0.0404974
0.04	0.0404974	0.969353	0.010926	0	0
0.04	0.0404974	0.969231	0.010926	0	0
0	0	1.00012	0.0110998	0.04	0.0404974
0	0	0.977167	0.0109685	0	0
0.04	0.0404974	0.973382	0.0109491	0	0
0	0	0.977778	0.0109723	0	0
0.04	0.0404974	1.01978	0.0112079	0.04	0.0404974
0	0	0.980464	0.0109878	0	0
0.04	0.0404974	1.01001	0.0111538	0.04	0.0404974
0	0	0.996581	0.0110805	0.04	0.0404974
0.04	0.0404974	1.00952	0.01115	0.04	0.0404974
0	0	0.969963	0.0109298	0	0
0	0	1.01685	0.0111925	0.04	0.0404974
0	0	0.999389	0.0110959	0.04	0.0404974
0.04	0.0404974	0.971673	0.0109376	0	0
0.04	0.0404974	0.996093	0.0110766	0.04	0.0404974
0.04	0.0404974	1.00562	0.0111307	0.04	0.0404974
0	0	0.983639	0.0110071	0	0
0.04	0.0404974	1.03114	0.0112697	0.04	0.0404974
0.04	0.0404974	0.986691	0.0110225	0	0
0.04	0.0404974	1.0011	0.0111036	0.04	0.0404974
0	0	0.972039	0.0109414	0	0
0.04	0.0404974	0.989011	0.011038	0	0
0	0	0.969353	0.010926	0	0
0.04	0.0404974	0.977656	0.0109723	0	0
0.04	0.0404974	0.97094	0.0109337	0	0
0.04	0.0404974	1.01538	0.0111847	0.04	0.0404974
0	0	1.01233	0.0111654	0.04	0.0404974
0	0	0.992308	0.0110534	0	0
0.04	0.0404974	0.986935	0.0110225	0	0
0.04	0.0404974	0.997192	0.0110843	0.04	0.0404974
0.04	0.0404974	0.999389	0.0110959	0.04	0.0404974
0.04	0.0404974	0.985348	0.0110148	0	0
0.04	0.0404974	0.976801	0.0109685	0	0
0	0	1.01905	0.0112041	0.04	0.0404974
0	0	0.977045	0.0109685	0	0
0.04	0.0404974	0.99304	0.0110573	0	0
9.12	0.60493	1.10879	0.0116907	12.92	0.718829
37.56	1.22631	1.35531	0.0129381	33.84	1.1643
58.6	1.53131	1.79133	0.0149001	59.16	1.5389
69.2	1.66419	2.13431	0.0162866	73.04	1.70975
82.28	1.81479	2.55189	0.0178392	84	1.83377
94.8	1.94894	3.15372	0.0198823	97.44	1.97551
101.84	2.01981	3.41441	0.0207088	101	2.01095
108.96	2.08815	4.13199	0.0228445	109.84	2.09701
113.96	2.13624	4.58816	0.0241152	114.28	2.13877
119.2	2.18433	5.20562	0.0257488	119.2	2.18433
122	2.20964	5.47656	0.0264402	120.96	2.20078
123.92	2.22736	6.42796	0.0287497	125.76	2.24381
126.68	2.25267	6.86703	0.0297693	127.56	2.26026
128.32	2.26659	7.08181	0.030256	128.48	2.26785
131.04	2.29063	8.01087	0.0322952	131.52	2.29443
133	2.30835	8.0812	0.0324458	131.76	2.29696
133.56	2.31215	9.24786	0.0348635	134.68	2.32227
135.2	2.32607	9.21893	0.0348055	134.64	2.32227
136.68	2.33999	10.2088	0.0367637	136.68	2.33999
137.32	2.34505	10.5269	0.0373777	137.2	2.34379
138.32	2.35391	10.9403	0.0381617	137.92	2.35012
138.96	2.35897	11.7131	0.0396023	139.08	2.36024
139	2.35897	11.7421	0.0396564	139.12	2.36024
140.28	2.37036	12.8536	0.0416608	140.52	2.37163
141.04	2.37669	12.8442	0.0416454	140.52	2.37163
140.92	2.37543	13.8753	0.043449	141.64	2.38175
141.4	2.37922	14.3518	0.0442678	142.12	2.38555
141.96	2.38428	14.2972	0.0441751	142.08	2.38555
142.36	2.38682	14.4934	0.0445072	142.24	2.38682
143.16	2.39441	15.3431	0.0459362	143	2.39314
143.56	2.39694	15.4352	0.0460907	143.08	2.39314
143.96	2.40074	15.9077	0.0468709	143.44	2.39694
144.08	2.402	16.3462	0.0475854	143.8	2.39947
144.24	2.40327	17.3454	0.0491959	144.48	2.4058
144.6	2.4058	17.1107	0.0488212	144.32	2.40453
144.76	2.40706	17.6543	0.0496864	144.68	2.40706
145.08	2.4096	17.8833	0.0500494	144.8	2.40833
145.08	2.4096	18.5944	0.0511655	145.24	2.41086
145.44	2.41339	18.8063	0.0514938	145.36	2.41213
145.4	2.41339	19.5256	0.0526023	145.76	2.41592
145.64	2.41466	19.8142	0.0530464	145.88	2.41719
146	2.41719	19.4085	0.0524246	145.68	2.41466
146.2	2.41972	20.4562	0.0540197	146.2	2.41972
146.2	2.41972	20.0639	0.0534249	146.04	2.41845
146.44	2.42099	20.3527	0.0538613	146.16	2.41972
146.36	2.42099	21.4492	0.0555066	146.64	2.42352
146.4	2.42099	21.6013	0.0557345	146.72	2.42352
146.48	2.42225	21.9735	0.0562829	146.88	2.42478
146.76	2.42478	21.3026	0.0552903	146.6	2.42225
146.84	2.42478	22.4841	0.057036	147.08	2.42605
147.12	2.42731	22.3037	0.0567695	147	2.42605
147.16	2.42731	22.1122	0.0564876	146.92	2.42605
147.24	2.42858	22.2535	0.0566961	147	2.42605
147.4	2.42984	22.6258	0.0572445	147.16	2.42731
147.48	2.42984	23.5604	0.0586002	147.48	2.42984
147.24	2.42858	23.5159	0.0585384	147.48	2.42984
147.56	2.43111	23.8049	0.0589555	147.56	2.43111
147.36	2.42858	23.2614	0.0581676	147.36	2.42858
147.64	2.43111	23.7247	0.0588396	147.56	2.43111
147.72	2.43238	23.9385	0.0591447	147.64	2.43111
147.88	2.43364	24.3359	0.0597163	147.76	2.43238
147.76	2.43238	24.5535	0.0600291	147.84	2.43238
147.76	2.43238	24.5686	0.0600485	147.84	2.43238
147.92	2.43364	24.433	0.0598553	147.76	2.43238
147.76	2.43238	24.5269	0.0599905	147.84	2.43238
147.84	2.43238	24.6337	0.0601411	147.84	2.43238
148.16	2.43617	25.2508	0.0610179	148.04	2.43491
148	2.43491	25.0726	0.0607668	148	2.43491
148.08	2.43491	25.1149	0.0608247	148	2.43491
147.92	2.43364	25.402	0.0612341	148.08	2.43491
148.08	2.43491	25.3321	0.0611337	148.08	2.43491
148.28	2.43617	26.0967	0.0622113	148.32	2.43744
148.28	2.43617	25.4725	0.0613307	148.12	2.43491
148.16	2.43617	25.3464	0.061153	148.08	2.43491
148.2	2.43617	25.6338	0.0615586	148.16	2.43617
148.2	2.43617	25.4425	0.0612882	148.12	2.43491
148.32	2.43744	25.7611	0.0617401	148.2	2.43617
148.28	2.43617	25.7669	0.0617478	148.2	2.43617
148.2	2.43617	25.8245	0.0618289	148.24	2.43617
148.48	2.4387	25.7735	0.0617555	148.2	2.43617
148.28	2.43617	26.399	0.0626322	148.4	2.43744
148.52	2.4387	26.7882	0.0631768	148.48	2.4387
148.28	2.43617	26.9596	0.0634124	148.56	2.4387
148.44	2.4387	26.1893	0.0623387	148.32	2.43744
148.48	2.4387	26.7499	0.0631227	148.48	2.4387
148.48	2.4387	27.0414	0.0635282	148.56	2.4387
148.36	2.43744	26.9512	0.0634008	148.56	2.4387
148.52	2.4387	26.7162	0.0630764	148.48	2.4387
148.4	2.43744	27.0103	0.0634858	148.56	2.4387
148.44	2.4387	27.21	0.06376	148.6	2.4387
148.6	2.4387	27.0806	0.0635823	148.6	2.4387
148.48	2.4387	26.4868	0.0627558	148.44	2.4387
148.44	2.4387	26.3043	0.0625009	148.36	2.43744
148.36	2.43744	26.2488	0.0624237	148.36	2.43744
148.52	2.4387	26.2977	0.0624932	148.36	2.43744
148.52	2.4387	27.1063	0.0636171	148.56	2.4387
148.56	2.4387	26.5405	0.0628292	148.44	2.4387
148.64	2.43997	26.9879	0.0634549	148.56	2.4387
148.6	2.4387	26.9448	0.0633931	148.52	2.4387
148.6	2.4387	27.2994	0.0638874	148.64	2.43997
148.64	2.43997	27.2915	0.0638758	148.64	2.43997
148.56	2.4387	26.6519	0.0629875	148.44	2.4387
148.44	2.4387	26.2728	0.0624584	148.36	2.43744
148.6	2.4387	26.6601	0.0629991	148.48	2.4387
148.64	2.43997	26.6587	0.0629953	148.48	2.4387
148.6	2.4387	26.4663	0.0627288	148.44	2.4387
148.28	2.43617	26.5692	0.0628717	148.44	2.4387
148.36	2.43744	26.2762	0.0624623	148.36	2.43744
148.56	2.4387	26.0737	0.0621765	148.32	2.43744
148.36	2.43744	26.4	0.0626361	148.4	2.43744
148.52	2.4387	27.1274	0.063648	148.6	2.4387
148.36	2.43744	26.0197	0.0621031	148.28	2.43617
148.4	2.43744	26.2946	0.0624893	148.36	2.43744
148.52	2.4387	26.5111	0.0627906	148.44	2.4387
148.36	2.43744	26.956	0.0634085	148.52	2.4387
148.28	2.43617	25.9085	0.0619448	148.24	2.43617
148.24	2.43617	26.3115	0.0625125	148.36	2.43744
148.36	2.43744	26.0363	0.0621263	148.28	2.43617
148.32	2.43744	26.6613	0.0629991	148.44	2.4387
148.2	2.43617	26.73	0.0630957	148.48	2.4387
148.4	2.43744	26.2514	0.0624275	148.36	2.43744
148.2	2.43617	26.5184	0.0627983	148.44	2.4387
148.12	2.43491	25.8024	0.061798	148.2	2.43617
148.4	2.43744	25.9652	0.0620259	148.28	2.43617
148.12	2.43491	25.5504	0.0614427	148.16	2.43617
148.12	2.43491	26.3559	0.0625743	148.4	2.43744
148.16	2.43617	25.3639	0.0611801	148.08	2.43491
148.36	2.43744	26.2991	0.0624932	148.36	2.43744
148.16	2.43617	25.8928	0.0619255	148.24	2.43617
148.16	2.43617	26.206	0.0623619	148.32	2.43744
148.08	2.43491	25.6011	0.0615122	148.16	2.43617
148.28	2.43617	25.7148	0.0616744	148.2	2.43617
148.28	2.43617	25.2629	0.0610372	148.04	2.43491
147.96	2.43364	24.9889	0.0606471	147.96	2.43364
148.16	2.43617	25.8816	0.06191	148.24	2.43617
148.16	2.43617	25.8222	0.061825	148.2	2.43617
148.04	2.43491	25.6717	0.0616126	148.2	2.43617
147.92	2.43364	25.7363	0.0617053	148.2	2.43617
148	2.43491	24.7369	0.0602879	147.88	2.43364
148.12	2.43491	24.7784	0.0603497	147.92	2.43364
148.04	2.43491	25.1733	0.0609097	148.04	2.43491
147.92	2.43364	24.6617	0.0601836	147.84	2.43238
148.08	2.43491	25.3504	0.0611608	148.08	2.43491
147.76	2.43238	24.5742	0.0600562	147.84	2.43238
147.88	2.43364	24.8297	0.0604192	147.92	2.43364
148.04	2.43491	24.256	0.0596004	147.72	2.43238
147.64	2.43111	25.1632	0.0608943	148.04	2.43491
147.92	2.43364	24.8587	0.0604617	147.92	2.43364
147.64	2.43111	24.1006	0.0593803	147.68	2.43111
147.68	2.43111	24.1768	0.0594884	147.72	2.43238
147.72	2.43238	24.1067	0.059388	147.68	2.43111
147.76	2.43238	23.864	0.0590404	147.6	2.43111
147.6	2.43111	24.4965	0.059948	147.8	2.43238
147.52	2.42984	23.9832	0.0592104	147.64	2.43111
147.76	2.43238	24.3924	0.0597974	147.76	2.43238
147.6	2.43111	23.7836	0.0589246	147.56	2.43111
147.52	2.42984	23.6081	0.0586697	147.48	2.42984
147.48	2.42984	23.6212	0.058689	147.52	2.42984
147.44	2.42984	24.2088	0.0595348	147.72	2.43238
147.48	2.42984	23.2687	0.0581792	147.4	2.42984
147.4	2.42984	24.0107	0.059249	147.64	2.43111
147.6	2.43111	23.8409	0.0590057	147.6	2.43111
147.28	2.42858	23.1389	0.0579899	147.32	2.42858
147.52	2.42984	23.315	0.0582448	147.4	2.42984
147.4	2.42984	23.7007	0.0588048	147.52	2.42984
147.56	2.43111	23.6592	0.0587431	147.52	2.42984
147.44	2.42984	22.7333	0.057399	147.16	2.42731
147.4	2.42984	23.4667	0.058465	147.44	2.42984
147.32	2.42858	23.5166	0.0585384	147.48	2.42984
147.4	2.42984	23.0436	0.0578509	147.28	2.42858
147.2	2.42731	23.172	0.0580401	147.32	2.42858
147.12	2.42731	22.963	0.057735	147.28	2.42858
147.32	2.42858	23.2267	0.0581174	147.36	2.42858
147	2.42605	22.8281	0.0575381	147.24	2.42858
147.16	2.42731	22.8994	0.0576423	147.24	2.42858
147.04	2.42605	22.2993	0.0567656	147.04	2.42605
146.92	2.42605	22.5236	0.0570939	147.08	2.42605
146.96	2.42605	22.2673	0.0567154	147	2.42605
147.16	2.42731	22.1057	0.0564798	146.92	2.42605
146.96	2.42605	22.5923	0.0571943	147.12	2.42731
146.88	2.42478	21.8243	0.0560627	146.8	2.42478
147.12	2.42731	22.148	0.0565416	146.96	2.42605
146.76	2.42478	21.4913	0.0555684	146.68	2.42352
147	2.42605	21.8796	0.0561438	146.84	2.42478
146.92	2.42605	21.8823	0.0561477	146.84	2.42478
146.76	2.42478	21.1847	0.0551126	146.52	2.42225
146.52	2.42225	21.3198	0.0553135	146.6	2.42225
146.88	2.42478	21.8739	0.0561361	146.84	2.42478
146.64	2.42352	21.1796	0.0551049	146.52	2.42225
146.88	2.42478	21.2409	0.0551976	146.56	2.42225
146.64	2.42352	20.9023	0.0546917	146.44	2.42099
146.64	2.42352	21.3278	0.0553251	146.6	2.42225
146.6	2.42225	20.7045	0.0543943	146.32	2.42099
146.68	2.42352	21.2465	0.0552053	146.56	2.42225
146.56	2.42225	20.8731	0.0546453	146.4	2.42099
146.24	2.41972	21.2438	0.0552015	146.56	2.42225
146.4	2.42099	20.9424	0.0547496	146.44	2.42099
146.48	2.42225	20.3035	0.0537879	146.12	2.41845
146.32	2.42099	21.0629	0.0549311	146.48	2.42225
146.08	2.41845	20.2186	0.0536605	146.08	2.41845
146.24	2.41972	20.0724	0.0534365	146.04	2.41845
145.96	2.41719	20.0885	0.0534635	146.04	2.41845
146.2	2.41972	20.7107	0.054402	146.32	2.42099
146	2.41719	20.1994	0.0536296	146.08	2.41845
145.92	2.41719	20.4389	0.0539926	146.2	2.41972
146.12	2.41845	19.6849	0.0528456	145.84	2.41592
145.84	2.41592	20.3556	0.053869	146.16	2.41972
145.88	2.41719	20.0357	0.0533824	146	2.41719
145.8	2.41592	19.8545	0.0531043	145.92	2.41719
145.8	2.41592	19.8658	0.0531237	145.92	2.41719
145.88	2.41719	19.8438	0.0530889	145.92	2.41719
145.76	2.41592	19.6485	0.0527915	145.8	2.41592
145.88	2.41719	19.5722	0.0526756	145.76	2.41592
145.76	2.41592	19.526	0.0526023	145.76	2.41592
145.64	2.41466	19.8238	0.053058	145.88	2.41719
145.84	2.41592	19.3459	0.0523281	145.64	2.41466
145.88	2.41719	19.2928	0.0522469	145.64	2.41466
145.88	2.41719	18.864	0.0515827	145.4	2.41339
145.76	2.41592	18.8996	0.0516406	145.4	2.41339
145.64	2.41466	19.5725	0.0526756	145.76	2.41592
145.24	2.41086	18.8077	0.0514977	145.36	2.41213
145.52	2.41339	19.3623	0.0523512	145.68	2.41466
145.4	2.41339	19.1017	0.0519496	145.52	2.41339
145.24	2.41086	19.2281	0.0521465	145.6	2.41466
145.44	2.41339	19.1996	0.052104	145.6	2.41466
145.12	2.41086	18.9348	0.0516947	145.44	2.41339
145.36	2.41213	18.7906	0.0514707	145.36	2.41213
145.36	2.41213	18.7505	0.0514089	145.32	2.41213
145.28	2.41213	18.4283	0.0509068	145.16	2.41086
145.32	2.41213	18.4573	0.0509493	145.16	2.41086
145.24	2.41086	18.6983	0.0513278	145.28	2.41213
145.16	2.41086	18.7011	0.0513316	145.32	2.41213
145.24	2.41086	18.1166	0.0504163	144.96	2.4096
145.12	2.41086	18.3228	0.0507407	145.08	2.4096
145.04	2.4096	17.7034	0.0497636	144.72	2.40706
144.68	2.40706	17.489	0.0494237	144.56	2.4058
144.56	2.4058	17.6261	0.0496439	144.68	2.40706
144.64	2.4058	17.9254	0.050115	144.84	2.40833
144.48	2.4058	18.0643	0.0503352	144.92	2.40833
144.64	2.4058	17.2999	0.0491225	144.44	2.40453
144.84	2.40833	17.7816	0.0498872	144.76	2.40706
144.72	2.40706	17.2645	0.0490684	144.44	2.40453
144.64	2.4058	17.5784	0.0495666	144.64	2.4058
144.72	2.40706	17.459	0.0493774	144.56	2.4058
144.56	2.4058	17.1779	0.0489294	144.36	2.40453
144.56	2.4058	17.2382	0.0490259	144.4	2.40453
144.2	2.40327	17.3769	0.0492461	144.52	2.4058
144.2	2.40327	17.4609	0.0493812	144.56	2.4058
144.56	2.4058	16.9954	0.0486359	144.24	2.40327
144.56	2.4058	16.8976	0.0484775	144.16	2.402
144.32	2.40453	16.5234	0.047875	143.92	2.40074
144	2.40074	16.7084	0.0481724	144.04	2.402
144.36	2.40453	17.0784	0.048771	144.32	2.40453
143.76	2.39947	17.1595	0.0488985	144.36	2.40453
143.8	2.39947	16.2668	0.0474579	143.72	2.39947
143.72	2.39947	16.7024	0.0481647	144.04	2.402
144.12	2.402	16.2032	0.0473536	143.68	2.39821
143.88	2.39947	16.2125	0.0473691	143.68	2.39821
143.56	2.39694	16.4709	0.04779	143.88	2.39947
143.44	2.39694	16.1242	0.0472262	143.64	2.39821
144	2.40074	16.3127	0.0475313	143.76	2.39947
143.52	2.39694	16.5087	0.0478518	143.92	2.40074
143.76	2.39947	16.4144	0.0476974	143.84	2.39947
143.64	2.39821	15.6921	0.0465155	143.28	2.39567
143.76	2.39947	15.5788	0.0463263	143.2	2.39441
143.8	2.39947	15.5505	0.0462799	143.16	2.39441
143.24	2.39441	16.1996	0.0473498	143.68	2.39821
143.16	2.39441	15.7057	0.0465387	143.28	2.39567
143.12	2.39441	15.9961	0.0470138	143.52	2.39694
143.12	2.39441	15.6442	0.0464344	143.24	2.39441
142.96	2.39188	15.5759	0.0463224	143.2	2.39441
143.32	2.39567	15.7998	0.0466932	143.36	2.39567
143.28	2.39567	15.8663	0.0468013	143.44	2.39694
143.12	2.39441	15.354	0.0459555	143	2.39314
143.28	2.39567	15.3059	0.0458744	142.96	2.39188
142.92	2.39188	15.0679	0.0454766	142.76	2.39061
142.6	2.38935	15.6932	0.0465155	143.28	2.39567
142.6	2.38935	15.1038	0.0455384	142.8	2.39061
143.08	2.39314	14.8265	0.0450711	142.56	2.38935
142.48	2.38808	15.3919	0.0460173	143.04	2.39314
142.68	2.39061	15.2416	0.0457663	142.92	2.39188
142.92	2.39188	14.6381	0.0447544	142.4	2.38808
142.68	2.39061	14.7023	0.0448625	142.44	2.38808
142.88	2.39188	14.9194	0.0452256	142.64	2.38935
142.64	2.38935	15.0542	0.0454535	142.76	2.39061
142.6	2.38935	14.3728	0.0443025	142.12	2.38555
142.12	2.38555	14.73	0.0449089	142.48	2.38808
142.44	2.38808	14.9624	0.045299	142.68	2.39061
142.32	2.38682	14.2241	0.0440476	142	2.38428
142.28	2.38682	14.1779	0.0439704	141.96	2.38428
142.36	2.38682	14.728	0.044905	142.48	2.38808
141.88	2.38302	14.7459	0.0449359	142.48	2.38808
142.32	2.38682	13.916	0.0435185	141.68	2.38175
141.88	2.38302	14.6525	0.0447776	142.4	2.38808
142	2.38428	14.4368	0.0444107	142.2	2.38555
141.84	2.38302	14.3338	0.0442369	142.08	2.38555
141.76	2.38302	14.4418	0.0444184	142.2	2.38555
141.4	2.37922	13.9366	0.0435571	141.72	2.38175
141.56	2.38049	14.2313	0.0440592	142	2.38428
142.08	2.38555	13.6326	0.043028	141.4	2.37922
141.8	2.38302	13.9751	0.0436228	141.76	2.38302
141.28	2.37796	13.862	0.0434258	141.64	2.38175
141.92	2.38428	13.8328	0.0433756	141.6	2.38175
141.24	2.37796	13.5755	0.0429315	141.32	2.37922
