a2262915.371079
LAquila  29/06/2022 15:36:37 29/06/2022 15:37:10 0000 0000.000000 0000.000000 00.0 00.0
0001000 0010 0000000 0010 06 0000000 0010 0000000 0010
1 1 1 16380 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 BC0 "green"
1 3 1 02000 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 S2P0 "green"
1 0 1 16380 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 BT1 "IR"
1 2 1 02000 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 S2A1 "IR"
1 1 1 16380 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 BC1 "UV"
1 3 1 02000 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 S2P1 "UV"
532.000 .o Photon Counting 0 	532.000 .o PC StDev 0 	1064.000 .p Analog 1 	1064.000 .p Analog StDev 1 	355.000 .s Photon Counting 1 	355.000 .s PC StDev 1 
0	0	0.979487	0.0109839	0	0
0	0	1.01062	0.0111577	0.04	0.0404974
0.04	0.0404974	1.02589	0.0112427	0.04	0.0404974
0.04	0.0404974	1.02198	0.0112195	0.04	0.0404974
0.04	0.0404974	1.01294	0.0111693	0.04	0.0404974
0.04	0.0404974	1.01319	0.0111732	0.04	0.0404974
0.04	0.0404974	0.976801	0.0109685	0	0
0.04	0.0404974	0.971184	0.0109337	0	0
0.04	0.0404974	1.01038	0.0111538	0.04	0.0404974
0.04	0.0404974	0.968742	0.0109221	0	0
0.04	0.0404974	1	0.0110959	0.04	0.0404974
0.04	0.0404974	0.994383	0.011065	0	0
0	0	1.01172	0.0111654	0.04	0.0404974
0.04	0.0404974	1.00647	0.0111345	0.04	0.0404974
0.04	0.0404974	1.02845	0.0112543	0.04	0.0404974
0.04	0.0404974	0.996581	0.0110805	0.04	0.0404974
0.04	0.0404974	1.02979	0.011262	0.04	0.0404974
0.04	0.0404974	1.00855	0.0111461	0.04	0.0404974
0.04	0.0404974	1.01197	0.0111654	0.04	0.0404974
0	0	1.02405	0.0112311	0.04	0.0404974
0	0	1.00488	0.0111268	0.04	0.0404974
0.04	0.0404974	1.02906	0.0112581	0.04	0.0404974
0	0	0.988889	0.0110341	0	0
0.04	0.0404974	1.00745	0.0111384	0.04	0.0404974
0	0	1.01917	0.0112041	0.04	0.0404974
0.04	0.0404974	1.01966	0.0112079	0.04	0.0404974
0	0	1.02271	0.0112234	0.04	0.0404974
0	0	0.994383	0.011065	0	0
0	0	1.02125	0.0112156	0.04	0.0404974
0.04	0.0404974	0.986935	0.0110225	0	0
0.04	0.0404974	0.979243	0.01098	0	0
0	0	1.01514	0.0111809	0.04	0.0404974
0	0	0.977411	0.0109723	0	0
0	0	1.00733	0.0111384	0.04	0.0404974
0.04	0.0404974	0.98022	0.0109878	0	0
0.04	0.0404974	0.997192	0.0110843	0.04	0.0404974
0	0	0.984371	0.0110109	0	0
0	0	0.999634	0.0110959	0.04	0.0404974
0	0	0.978388	0.0109762	0	0
0.04	0.0404974	1.03065	0.0112697	0.04	0.0404974
0.04	0.0404974	1.0105	0.0111577	0.04	0.0404974
0.04	0.0404974	0.989744	0.0110418	0	0
0.04	0.0404974	1.01941	0.0112079	0.04	0.0404974
0.04	0.0404974	0.992674	0.0110573	0	0
0	0	0.994017	0.011065	0	0
0	0	0.969963	0.0109298	0	0
0.04	0.0404974	0.976557	0.0109646	0	0
0.04	0.0404974	1.01294	0.0111693	0.04	0.0404974
0.04	0.0404974	0.976313	0.0109646	0	0
0	0	0.968376	0.0109183	0	0
0	0	1.0304	0.0112658	0.04	0.0404974
0	0	1.00208	0.0111075	0.04	0.0404974
0	0	1.00842	0.0111461	0.04	0.0404974
0.04	0.0404974	0.973993	0.010953	0	0
0	0	0.985714	0.0110187	0	0
0	0	1.00647	0.0111345	0.04	0.0404974
0.04	0.0404974	1.0083	0.0111461	0.04	0.0404974
0	0	1.02894	0.0112581	0.04	0.0404974
0	0	1.00965	0.01115	0.04	0.0404974
0.04	0.0404974	1.00281	0.0111152	0.04	0.0404974
0	0	1.00818	0.0111423	0.04	0.0404974
0	0	1.02589	0.0112427	0.04	0.0404974
0	0	0.9884	0.0110341	0	0
0.04	0.0404974	0.985104	0.0110148	0	0
0	0	0.995116	0.0110689	0.04	0.0404974
0	0	0.975458	0.0109607	0	0
0	0	0.99475	0.0110689	0	0
0	0	1.02405	0.0112311	0.04	0.0404974
0.04	0.0404974	1.00781	0.0111423	0.04	0.0404974
0.04	0.0404974	1.01404	0.011177	0.04	0.0404974
0.04	0.0404974	0.989988	0.0110418	0	0
0.04	0.0404974	1.02234	0.0112234	0.04	0.0404974
0.04	0.0404974	1.00452	0.0111229	0.04	0.0404974
0	0	1.02002	0.0112079	0.04	0.0404974
0.04	0.0404974	1.00525	0.0111268	0.04	0.0404974
0.04	0.0404974	1.00842	0.0111461	0.04	0.0404974
0.04	0.0404974	0.972039	0.0109414	0	0
0.04	0.0404974	1.02662	0.0112465	0.04	0.0404974
0.04	0.0404974	0.978877	0.01098	0	0
0.04	0.0404974	1.03077	0.0112697	0.04	0.0404974
0.04	0.0404974	0.983028	0.0110032	0	0
0.04	0.0404974	1.00464	0.0111229	0.04	0.0404974
0	0	0.998413	0.0110882	0.04	0.0404974
0.04	0.0404974	1.00733	0.0111384	0.04	0.0404974
0	0	1.0243	0.0112349	0.04	0.0404974
0	0	0.989377	0.011038	0	0
0.04	0.0404974	0.975824	0.0109607	0	0
0.04	0.0404974	0.978999	0.01098	0	0
0	0	1.00684	0.0111345	0.04	0.0404974
0.04	0.0404974	1.00037	0.0110998	0.04	0.0404974
0.04	0.0404974	0.972405	0.0109414	0	0
0	0	1.02234	0.0112234	0.04	0.0404974
0.04	0.0404974	1.01697	0.0111925	0.04	0.0404974
0.04	0.0404974	0.993162	0.0110612	0	0
0.04	0.0404974	1.0033	0.0111152	0.04	0.0404974
0.04	0.0404974	0.983761	0.0110071	0	0
0	0	0.983639	0.0110071	0	0
0	0	0.976679	0.0109685	0	0
0	0	1.01453	0.0111809	0.04	0.0404974
0	0	1.02418	0.0112311	0.04	0.0404974
0	0	0.995238	0.0110727	0.04	0.0404974
0	0	1.03101	0.0112697	0.04	0.0404974
0.04	0.0404974	1.00696	0.0111384	0.04	0.0404974
0.04	0.0404974	0.983883	0.0110071	0	0
0.04	0.0404974	1.01172	0.0111654	0.04	0.0404974
0	0	0.977778	0.0109723	0	0
0.04	0.0404974	1.03114	0.0112697	0.04	0.0404974
0.04	0.0404974	1.00672	0.0111345	0.04	0.0404974
0	0	1.01917	0.0112041	0.04	0.0404974
0.04	0.0404974	0.996581	0.0110805	0.04	0.0404974
0.04	0.0404974	1.01221	0.0111654	0.04	0.0404974
0	0	0.98254	0.0109994	0	0
0	0	0.98254	0.0109994	0	0
0	0	1.0138	0.0111732	0.04	0.0404974
0.04	0.0404974	1.02479	0.0112349	0.04	0.0404974
0.04	0.0404974	1.01404	0.011177	0.04	0.0404974
0.04	0.0404974	1.01868	0.0112002	0.04	0.0404974
0.04	0.0404974	1.0072	0.0111384	0.04	0.0404974
0.04	0.0404974	0.993284	0.0110612	0	0
0.04	0.0404974	1.02405	0.0112311	0.04	0.0404974
0	0	0.969231	0.010926	0	0
0	0	0.978999	0.01098	0	0
0.04	0.0404974	1.02576	0.0112427	0.04	0.0404974
0	0	0.968987	0.0109221	0	0
0.04	0.0404974	0.992796	0.0110573	0	0
0.04	0.0404974	1.01685	0.0111925	0.04	0.0404974
0.04	0.0404974	1.00513	0.0111268	0.04	0.0404974
0.04	0.0404974	0.972772	0.0109453	0	0
0.04	0.0404974	0.986569	0.0110225	0	0
0	0	1.01661	0.0111925	0.04	0.0404974
0.04	0.0404974	1.02747	0.0112504	0.04	0.0404974
0	0	1.02637	0.0112465	0.04	0.0404974
0	0	1.01148	0.0111616	0.04	0.0404974
0	0	1.02625	0.0112427	0.04	0.0404974
8.12	0.569495	1.11111	0.0117023	9.6	0.620117
38.8	1.24656	1.44493	0.013363	38.2	1.23644
50.6	1.42374	1.66557	0.0143594	52.16	1.44525
74.72	1.73	2.08376	0.0160896	71.64	1.6933
83.28	1.82618	2.44371	0.0174491	81.68	1.80846
92.56	1.92489	2.9254	0.0191291	93.04	1.92995
104.08	2.04132	3.42271	0.0207319	101.08	2.01221
110.56	2.1046	4.06825	0.022663	109.28	2.09194
115.32	2.14889	4.69304	0.024401	115.44	2.15016
117.04	2.16408	5.15165	0.0256098	118.84	2.1818
122.68	2.21597	5.47802	0.026444	120.64	2.19825
124.72	2.23495	6.38608	0.0286532	125.56	2.24254
126.96	2.25393	6.89451	0.0298311	127.64	2.26026
130.12	2.28304	7.17216	0.0304568	128.8	2.27039
131.88	2.29823	8.07045	0.0324226	131.68	2.2957
132.04	2.29949	8.44249	0.0332066	132.68	2.30456
134.32	2.31848	8.66593	0.0336739	133.28	2.30962
135.48	2.3286	9.38584	0.0351416	135	2.3248
135.8	2.3324	10.0416	0.0364392	136.28	2.33619
136.84	2.34126	10.6568	0.0376249	137.4	2.34505
138	2.35012	11.0502	0.0383703	138.08	2.35138
139.16	2.36024	11.7817	0.0397259	139.16	2.36024
139.64	2.36404	11.9222	0.0399847	139.36	2.36151
139.92	2.36657	12.5339	0.0410931	140.16	2.3691
141	2.37669	13.0038	0.0419273	140.72	2.37416
141.48	2.38049	13.3082	0.0424642	141.04	2.37669
141.6	2.38175	13.6726	0.0430976	141.44	2.37922
141.84	2.38302	14.5766	0.0446501	142.32	2.38682
142.72	2.39061	15.0305	0.0454148	142.72	2.39061
142.72	2.39061	15.2022	0.0457006	142.88	2.39188
143.56	2.39694	16.0316	0.0470717	143.56	2.39694
143.84	2.39947	16.3667	0.0476201	143.8	2.39947
144.16	2.402	16.3551	0.0476008	143.8	2.39947
144.28	2.40327	17.0255	0.0486861	144.28	2.40327
144.16	2.402	17.6076	0.049613	144.64	2.4058
144.84	2.40833	17.826	0.0499606	144.8	2.40833
144.76	2.40706	18.3468	0.0507793	145.12	2.41086
145	2.4096	18.123	0.0504279	144.96	2.4096
145.56	2.41466	18.5416	0.0510806	145.2	2.41086
145.68	2.41466	18.7137	0.0513509	145.32	2.41213
145.56	2.41466	19.831	0.0530696	145.88	2.41719
145.8	2.41592	19.9001	0.0531777	145.92	2.41719
146.12	2.41845	20.0895	0.0534635	146.04	2.41845
146.16	2.41972	20.0596	0.0534172	146.04	2.41845
146.32	2.42099	21.1623	0.0550779	146.52	2.42225
146.4	2.42099	20.781	0.0545102	146.36	2.42099
146.76	2.42478	21.3549	0.0553675	146.6	2.42225
146.8	2.42478	21.8934	0.056167	146.84	2.42478
146.68	2.42352	21.8469	0.0560975	146.84	2.42478
146.8	2.42478	22.1413	0.0565301	146.96	2.42605
146.8	2.42478	22.4601	0.0570012	147.08	2.42605
147.24	2.42858	22.8188	0.0575265	147.2	2.42731
147.24	2.42858	22.5006	0.0570592	147.08	2.42605
147.04	2.42605	23.0807	0.057905	147.32	2.42858
147.16	2.42731	22.8818	0.0576153	147.24	2.42858
147.4	2.42984	22.9319	0.0576887	147.24	2.42858
147.4	2.42984	23.5551	0.0585924	147.48	2.42984
147.56	2.43111	23.2867	0.0582062	147.36	2.42858
147.68	2.43111	23.4509	0.0584418	147.44	2.42984
147.6	2.43111	23.747	0.0588705	147.56	2.43111
147.56	2.43111	24.3425	0.0597279	147.76	2.43238
147.64	2.43111	24.0908	0.0593649	147.68	2.43111
147.64	2.43111	24.0029	0.0592374	147.64	2.43111
147.88	2.43364	25.0911	0.0607938	148	2.43491
147.92	2.43364	24.4093	0.0598206	147.8	2.43238
147.76	2.43238	25.4702	0.0613307	148.12	2.43491
147.92	2.43364	25.2366	0.0609985	148.04	2.43491
147.92	2.43364	25.1974	0.0609445	148.04	2.43491
148.16	2.43617	25.1083	0.060817	148	2.43491
148.2	2.43617	25.8631	0.061883	148.24	2.43617
148.24	2.43617	25.6125	0.0615277	148.16	2.43617
148.16	2.43617	25.4751	0.0613345	148.12	2.43491
148.28	2.43617	25.3913	0.0612187	148.08	2.43491
148.2	2.43617	25.6643	0.061601	148.16	2.43617
148.36	2.43744	25.489	0.0613539	148.12	2.43491
148.4	2.43744	26.1379	0.0622692	148.32	2.43744
148.16	2.43617	26.5652	0.062864	148.44	2.4387
148.12	2.43491	26.6915	0.0630416	148.48	2.4387
148.24	2.43617	26.3121	0.0625125	148.36	2.43744
148.32	2.43744	25.9626	0.062022	148.24	2.43617
148.4	2.43744	26.4784	0.0627442	148.44	2.4387
148.24	2.43617	26.0413	0.062134	148.28	2.43617
148.4	2.43744	26.5777	0.0628833	148.44	2.4387
148.44	2.4387	26.6225	0.0629451	148.44	2.4387
148.4	2.43744	26.2585	0.0624353	148.36	2.43744
148.28	2.43617	26.7292	0.0630957	148.48	2.4387
148.4	2.43744	26.746	0.0631189	148.48	2.4387
148.32	2.43744	26.5083	0.0627867	148.4	2.43744
148.48	2.4387	26.6201	0.0629412	148.44	2.4387
148.36	2.43744	26.9409	0.0633892	148.56	2.4387
148.6	2.4387	26.4526	0.0627095	148.4	2.43744
148.52	2.4387	26.9164	0.0633544	148.56	2.4387
148.48	2.4387	26.8814	0.0633042	148.52	2.4387
148.56	2.4387	26.1972	0.0623503	148.32	2.43744
148.56	2.4387	26.3269	0.0625318	148.36	2.43744
148.48	2.4387	27.2656	0.0638372	148.64	2.43997
148.52	2.4387	26.1895	0.0623387	148.32	2.43744
148.6	2.4387	27.2828	0.0638642	148.64	2.43997
148.44	2.4387	26.3947	0.0626284	148.4	2.43744
148.44	2.4387	27.2979	0.0638836	148.64	2.43997
148.6	2.4387	26.8331	0.0632386	148.52	2.4387
148.48	2.4387	26.4991	0.0627713	148.4	2.43744
148.6	2.4387	26.643	0.0629721	148.48	2.4387
148.36	2.43744	26.238	0.0624082	148.32	2.43744
148.64	2.43997	27.269	0.0638449	148.64	2.43997
148.52	2.4387	26.1547	0.0622924	148.32	2.43744
148.6	2.4387	26.8122	0.0632077	148.52	2.4387
148.6	2.4387	26.9938	0.0634626	148.56	2.4387
148.32	2.43744	26.873	0.0632926	148.52	2.4387
148.32	2.43744	26.0335	0.0621224	148.28	2.43617
148.44	2.4387	26.1672	0.0623078	148.32	2.43744
148.44	2.4387	26.5631	0.062864	148.44	2.4387
148.44	2.4387	26.7446	0.063115	148.48	2.4387
148.52	2.4387	26.8424	0.0632502	148.52	2.4387
148.32	2.43744	25.9886	0.0620568	148.28	2.43617
148.52	2.4387	26.4895	0.0627597	148.4	2.43744
148.4	2.43744	26.8309	0.0632347	148.52	2.4387
148.44	2.4387	26.5842	0.062891	148.44	2.4387
148.32	2.43744	26.4287	0.0626747	148.4	2.43744
148.48	2.4387	26.056	0.0621533	148.32	2.43744
148.32	2.43744	25.6774	0.0616203	148.16	2.43617
148.44	2.4387	25.8059	0.0618019	148.2	2.43617
148.24	2.43617	26.4906	0.0627597	148.44	2.4387
148.28	2.43617	25.4982	0.0613693	148.12	2.43491
148.12	2.43491	25.6007	0.0615122	148.16	2.43617
148.32	2.43744	25.3824	0.0612032	148.08	2.43491
148.12	2.43491	25.6311	0.0615547	148.16	2.43617
148.32	2.43744	25.906	0.0619409	148.24	2.43617
148.16	2.43617	25.4449	0.0612921	148.12	2.43491
148.24	2.43617	26.062	0.062161	148.28	2.43617
148.16	2.43617	25.5691	0.0614697	148.16	2.43617
148.12	2.43491	25.3629	0.0611762	148.08	2.43491
148.32	2.43744	25.5729	0.0614736	148.12	2.43491
147.96	2.43364	25.6509	0.0615856	148.16	2.43617
148.2	2.43617	25.8919	0.0619216	148.24	2.43617
147.96	2.43364	25.3617	0.0611762	148.08	2.43491
148.2	2.43617	25.6794	0.0616242	148.2	2.43617
148	2.43491	24.8261	0.0604154	147.92	2.43364
148.12	2.43491	25.078	0.0607745	148	2.43491
148.08	2.43491	25.43	0.0612728	148.08	2.43491
148.04	2.43491	24.6498	0.0601643	147.88	2.43364
147.84	2.43238	24.8669	0.0604733	147.92	2.43364
147.84	2.43238	25.301	0.0610912	148.08	2.43491
148.08	2.43491	25.1059	0.0608132	148	2.43491
147.8	2.43238	24.9719	0.0606239	147.96	2.43364
148.04	2.43491	24.3663	0.0597588	147.76	2.43238
147.92	2.43364	24.5085	0.0599635	147.84	2.43238
147.72	2.43238	24.3254	0.0597009	147.76	2.43238
147.96	2.43364	24.265	0.0596159	147.72	2.43238
147.84	2.43238	24.3095	0.0596777	147.76	2.43238
147.84	2.43238	23.8117	0.0589632	147.56	2.43111
147.92	2.43364	23.769	0.0589014	147.56	2.43111
147.84	2.43238	24.1791	0.0594923	147.68	2.43111
147.64	2.43111	24.2364	0.0595734	147.72	2.43238
147.72	2.43238	23.9538	0.0591679	147.64	2.43111
147.56	2.43111	23.9565	0.0591718	147.64	2.43111
147.76	2.43238	23.8596	0.0590327	147.6	2.43111
147.48	2.42984	24.1527	0.0594537	147.72	2.43238
147.4	2.42984	23.811	0.0589632	147.56	2.43111
147.36	2.42858	23.8679	0.0590443	147.6	2.43111
147.44	2.42984	23.9176	0.0591177	147.64	2.43111
147.56	2.43111	23.7063	0.0588126	147.52	2.42984
147.4	2.42984	23.8676	0.0590443	147.6	2.43111
147.4	2.42984	23.2129	0.0580981	147.36	2.42858
147.36	2.42858	23.3835	0.0583453	147.44	2.42984
147.24	2.42858	23.3364	0.0582757	147.4	2.42984
147.28	2.42858	23.5794	0.0586272	147.48	2.42984
147.32	2.42858	23.6057	0.0586658	147.48	2.42984
147.44	2.42984	23.2201	0.0581097	147.36	2.42858
147.08	2.42605	23.1068	0.0579436	147.32	2.42858
147.36	2.42858	22.5115	0.0570746	147.08	2.42605
147.36	2.42858	22.7011	0.0573527	147.16	2.42731
147.32	2.42858	22.978	0.0577582	147.28	2.42858
147.16	2.42731	22.6057	0.0572136	147.12	2.42731
147.04	2.42605	22.2162	0.0566421	146.96	2.42605
146.88	2.42478	22.1674	0.0565687	146.96	2.42605
147	2.42605	22.4232	0.0569472	147.04	2.42605
147.16	2.42731	22.7127	0.0573681	147.16	2.42731
146.92	2.42605	21.8164	0.0560511	146.8	2.42478
147.04	2.42605	21.9769	0.0562906	146.88	2.42478
146.84	2.42478	22.4354	0.0569626	147.08	2.42605
146.96	2.42605	22.4601	0.0570012	147.08	2.42605
146.8	2.42478	22.1525	0.0565494	146.96	2.42605
146.92	2.42605	22.064	0.0564181	146.92	2.42605
146.72	2.42352	21.906	0.0561863	146.88	2.42478
146.92	2.42605	21.9365	0.0562288	146.88	2.42478
146.56	2.42225	21.1768	0.0551011	146.52	2.42225
146.88	2.42478	21.8686	0.0561284	146.84	2.42478
146.44	2.42099	21.8503	0.0561014	146.8	2.42478
146.48	2.42225	21.402	0.0554371	146.64	2.42352
146.68	2.42352	20.9206	0.0547187	146.44	2.42099
146.44	2.42099	20.8714	0.0546453	146.4	2.42099
146.36	2.42099	20.699	0.0543866	146.32	2.42099
146.52	2.42225	21.1722	0.0550933	146.52	2.42225
146.6	2.42225	20.5852	0.0542128	146.28	2.41972
146.28	2.41972	20.4505	0.0540119	146.2	2.41972
146.28	2.41972	20.8172	0.0545642	146.4	2.42099
146.56	2.42225	20.5136	0.0541046	146.24	2.41972
146.28	2.41972	20.4271	0.0539733	146.2	2.41972
146.2	2.41972	20.8498	0.0546106	146.4	2.42099
146.48	2.42225	20.7379	0.0544445	146.36	2.42099
146.12	2.41845	20.0603	0.053421	146	2.41719
146.2	2.41972	20.5694	0.0541896	146.28	2.41972
146.08	2.41845	19.8167	0.0530503	145.88	2.41719
146.04	2.41845	19.7498	0.052946	145.84	2.41592
146.04	2.41845	19.9968	0.0533245	146	2.41719
145.96	2.41719	20.0747	0.0534403	146.04	2.41845
146	2.41719	19.7114	0.0528881	145.84	2.41592
145.76	2.41592	19.9481	0.0532472	145.96	2.41719
145.76	2.41592	20.1734	0.053591	146.08	2.41845
145.64	2.41466	19.3457	0.0523281	145.64	2.41466
145.8	2.41592	19.8825	0.0531507	145.92	2.41719
145.68	2.41466	19.3228	0.0522933	145.64	2.41466
145.92	2.41719	19.0939	0.051938	145.52	2.41339
145.48	2.41339	19.4766	0.0525289	145.72	2.41592
145.76	2.41592	19.3706	0.0523667	145.68	2.41466
145.44	2.41339	19.4051	0.0524169	145.68	2.41466
145.6	2.41466	19.7228	0.0529035	145.84	2.41592
145.4	2.41339	19.5314	0.0526138	145.76	2.41592
145.64	2.41466	18.8132	0.0515054	145.36	2.41213
145.44	2.41339	19.0654	0.0518955	145.48	2.41339
145.52	2.41339	19.0637	0.0518916	145.52	2.41339
145.4	2.41339	19.0789	0.0519148	145.52	2.41339
145.32	2.41213	18.8326	0.0515363	145.36	2.41213
145.24	2.41086	19.1984	0.0521002	145.56	2.41466
145.04	2.4096	18.5525	0.0510999	145.2	2.41086
145	2.4096	18.6319	0.0512235	145.28	2.41213
145.36	2.41213	18.1646	0.0504935	145	2.4096
145.24	2.41086	18.0834	0.0503661	144.92	2.40833
145.16	2.41086	18.7269	0.0513702	145.32	2.41213
145.04	2.4096	17.9363	0.0501344	144.84	2.40833
145.28	2.41213	18.3377	0.0507639	145.08	2.4096
145.24	2.41086	18.5139	0.0510381	145.2	2.41086
144.88	2.40833	18.3186	0.050733	145.08	2.4096
144.68	2.40706	17.7886	0.0498988	144.76	2.40706
144.84	2.40833	17.4678	0.0493928	144.56	2.4058
145.04	2.4096	17.4386	0.0493465	144.52	2.4058
144.88	2.40833	18.0297	0.0502811	144.92	2.40833
144.84	2.40833	17.6049	0.0496091	144.64	2.4058
144.4	2.40453	17.8884	0.0500571	144.84	2.40833
144.68	2.40706	17.33	0.0491727	144.48	2.4058
144.52	2.4058	17.7343	0.0498138	144.72	2.40706
144.56	2.4058	17.1812	0.0489332	144.36	2.40453
144.64	2.4058	17.295	0.0491148	144.44	2.40453
144.72	2.40706	17.1089	0.0488174	144.32	2.40453
144.32	2.40453	16.9615	0.0485818	144.24	2.40327
144.52	2.4058	17.5297	0.0494894	144.6	2.4058
144.28	2.40327	17.2436	0.0490337	144.4	2.40453
144.36	2.40453	16.6609	0.048099	144	2.40074
144.24	2.40327	16.9516	0.0485663	144.2	2.40327
144.28	2.40327	17.0358	0.0487015	144.28	2.40327
144	2.40074	16.967	0.0485895	144.24	2.40327
143.96	2.40074	16.8939	0.0484736	144.16	2.402
144.2	2.40327	16.6295	0.0480449	144	2.40074
144.16	2.402	16.2899	0.0474965	143.76	2.39947
143.96	2.40074	16.591	0.0479831	143.96	2.40074
143.84	2.39947	16.9585	0.0485779	144.2	2.40327
143.6	2.39821	16.7024	0.0481647	144.04	2.402
143.76	2.39947	16.1326	0.0472378	143.64	2.39821
143.6	2.39821	16.696	0.0481531	144.04	2.402
143.44	2.39694	16.2171	0.0473768	143.68	2.39821
144	2.40074	15.785	0.0466662	143.36	2.39567
143.52	2.39694	15.7247	0.0465696	143.32	2.39567
143.56	2.39694	16.4465	0.0477514	143.84	2.39947
143.28	2.39567	16.4486	0.0477514	143.88	2.39947
143.72	2.39947	15.8723	0.0468129	143.44	2.39694
143.68	2.39821	16.3143	0.0475351	143.76	2.39947
143.2	2.39441	15.7608	0.0466275	143.36	2.39567
143.6	2.39821	15.7453	0.0466005	143.32	2.39567
143	2.39314	15.6299	0.0464113	143.24	2.39441
143.2	2.39441	15.9263	0.0469018	143.48	2.39694
142.96	2.39188	15.5424	0.0462684	143.16	2.39441
142.88	2.39188	15.3873	0.0460096	143.04	2.39314
142.92	2.39188	15.6184	0.046392	143.24	2.39441
142.92	2.39188	15.0559	0.0454573	142.76	2.39061
143.32	2.39567	14.9792	0.0453299	142.68	2.39061
142.68	2.39061	15.3429	0.0459362	143	2.39314
142.68	2.39061	14.912	0.045214	142.64	2.38935
143.12	2.39441	15.289	0.0458474	142.96	2.39188
142.96	2.39188	14.6587	0.0447892	142.4	2.38808
142.76	2.39061	14.8802	0.0451599	142.6	2.38935
142.72	2.39061	14.6869	0.0448355	142.44	2.38808
142.6	2.38935	14.5878	0.0446694	142.36	2.38682
142.56	2.38935	14.8261	0.0450711	142.56	2.38935
142.4	2.38808	14.5563	0.0446154	142.32	2.38682
142.64	2.38935	14.7397	0.0449243	142.48	2.38808
142.72	2.39061	14.4984	0.044515	142.28	2.38682
142.08	2.38555	14.7554	0.0449514	142.48	2.38808
142.24	2.38682	14.7348	0.0449166	142.48	2.38808
142.08	2.38555	14.5085	0.0445343	142.28	2.38682
142.04	2.38555	14.4203	0.0443836	142.2	2.38555
142.36	2.38682	14.3466	0.0442562	142.12	2.38555
142.36	2.38682	14.1168	0.0438661	141.88	2.38302
141.64	2.38175	14.5407	0.0445883	142.28	2.38682
142.24	2.38682	13.81	0.043337	141.6	2.38175
141.88	2.38302	14.0579	0.0437657	141.84	2.38302
142.16	2.38555	14.0531	0.0437541	141.84	2.38302
141.6	2.38175	14.2868	0.0441558	142.08	2.38555
141.96	2.38428	13.986	0.0436421	141.76	2.38302
141.88	2.38302	13.7757	0.0432791	141.56	2.38049
142.04	2.38555	13.7873	0.0432984	141.56	2.38049
141.4	2.37922	13.5458	0.0428774	141.32	2.37922
141.52	2.38049	14.0039	0.0436691	141.8	2.38302
141.28	2.37796	14.0165	0.0436923	141.8	2.38302
141	2.37669	14.028	0.0437116	141.8	2.38302
