a2231016.115556
LAquila  10/03/2022 16:11:30 10/03/2022 16:11:55 0000 0000.000000 0000.000000 00.0 00.0
0002001 0100 0000000 0000 06 0000000 0000 0000000 0000
1 0 1 16380 0 0400 3.75 01064.o 0 0 01 000 16 002001 0.500 BT0 "IR-Channel"
1 2 1 02000 0 0400 3.75 01064.o 0 0 01 000 16 002001 0.500 S2A0 "IR-Channel"
1 1 1 16380 1 0850 3.75 00355.o 0 0 00 000 00 002001 3.1746 BC0 "AIR-UV"
1 3 1 02000 1 0850 3.75 00355.o 0 0 00 000 00 002001 3.1746 S2P0 "AIR-UV"
1 1 1 00010 0 0810 3.75 00387.o 0 0 00 000 00 002001 3.1746 BC1 "N2-UV"
1 1 1 00010 1 0900 0015 00386.p 0 0 00 000 00 002001 3.1746 BC2 "N2-UV"
1064.000 .o Analog 0 	1064.000 .o Analog StDev 0 	355.000 .o Photon Counting 0 	355.000 .o PC StDev 0 	387.000 .o Photon Counting 1 	386.000 .p Photon Counting 2 
5.4776	0.00058162	0	0	0	0
5.47829	0.000582388	0	0	0	0
5.47807	0.000575738	0	0	0	0
5.47856	0.000566615	0	0	0	0
5.47813	0.000577528	0	0	0	0
5.47795	0.000596199	0	0	0	0
5.47848	0.000591851	0	0	0	0
5.47896	0.000586906	0	0	0	0
5.47938	0.000576846	0	0	0	0
5.47916	0.0005748	0	0	0	0
5.47854	0.000588953	0	0	0	0
5.47794	0.000588782	0	0	0	0
5.47722	0.000571816	0	0	0	0
5.47894	0.000576931	0	0	0	0
5.47803	0.000574033	0	0	0	0
5.47819	0.000560733	0	0	0	0
5.47771	0.0005881	0	0	0	0
5.47744	0.000583837	0	0	0	0
5.47772	0.000582132	0	0	0	0
5.47757	0.000579148	0	0	0	0
5.47745	0.000585798	0	0	0	0
5.47765	0.000575141	0	0	0	0
5.47799	0.000550246	0	0	0	0
5.47704	0.000569685	0	0	0	0
5.47813	0.000583155	0	0	0	0
5.47828	0.000583581	0	0	0	0
5.47856	0.000579233	0	0	0	0
5.47783	0.000594665	0	0	0	0
5.47752	0.000575397	0	0	0	0
5.4779	0.000577613	0	0	0	0
5.47857	0.000574203	0	0	0	0
5.47858	0.000578551	0	0	0	0
5.47787	0.000585883	0	0	0	0
5.47807	0.000570963	0	0	0	0
5.47824	0.000579489	0	0	0	0
5.4787	0.000587418	0	0	0	0
5.47835	0.000575226	0	0	0	0
5.4771	0.000595858	0	0	0	0
5.47797	0.000570963	0	0	0	0
5.47767	0.000575226	0	0	0	0
5.47805	0.000577699	0	0	0	0
5.47852	0.000571901	0	0	0	0
5.47866	0.000579489	0	0	0	0
5.4789	0.000569344	0	0	0	0
5.47797	0.00059134	0	0	0	0
5.47685	0.000592448	0	0	0	0
5.47753	0.000577102	0	0	0	0
5.47741	0.000578295	0	0	0	0
5.47891	0.000578892	0	0	0	0
5.47882	0.000590828	0	0	0	0
5.47856	0.00057966	0	0	0	0
5.47803	0.000581365	0	0	0	0
5.47801	0.000580938	0	0	0	0
5.47885	0.000574885	0	0	0	0
5.47868	0.000573692	0	0	0	0
5.47826	0.000580938	0	0	0	0
5.47785	0.000566871	0	0	0	0
5.47773	0.00056653	0	0	0	0
5.47807	0.000586565	0	0	0	0
5.47833	0.000581279	0	0	0	0
5.47819	0.000586054	0	0	0	0
5.47731	0.000575312	0	0	0	0
5.47849	0.000591254	0	0	0	0
5.47852	0.000566786	0	0	0	0
5.47856	0.000584519	0	0	0	0
5.47808	0.000575823	0	0	0	0
5.47802	0.000578807	0	0	0	0
5.47835	0.000569429	0	0	0	0
5.47958	0.000575738	0	0	0	0
5.47879	0.00058324	0	0	0	0
5.47867	0.00058162	0	0	0	0
5.47865	0.000585798	0	0	0	0
5.4788	0.000589805	0	0	0	0
5.47855	0.000569429	0	0	0	0
5.47864	0.000560988	0	0	0	0
5.47804	0.000572328	0	0	0	0
5.47736	0.000575994	0	0	0	0
5.47657	0.000579319	0	0	0	0
5.47746	0.000593215	0	0	0	0
5.47813	0.000587247	0	0	0	0
5.47736	0.000582899	0	0	0	0
5.4773	0.000596967	0	0	0	0
5.47865	0.000578551	0	0	0	0
5.47853	0.000574459	0	0	0	0
5.47766	0.000579404	0	0	0	0
5.47649	0.00056994	0	0	0	0
5.47813	0.000582217	0	0	0	0
5.47866	0.000583411	0	0	0	0
5.47827	0.000581194	0	0	0	0
5.47802	0.000582303	0	0	0	0
5.47781	0.000574459	0	0	0	0
5.47881	0.000571816	0	0	0	0
5.48031	0.000581109	0	0	0	0
5.47848	0.000571475	0	0	0	0
5.47792	0.000581024	0	0	0	0
5.47746	0.000579915	0	0	0	0
5.47719	0.000577187	0	0	0	0
5.47778	0.0005881	0	0	0	0
5.47784	0.000568491	0	0	0	0
5.47768	0.000577358	0	0	0	0
5.47875	0.00059978	0	0	0	0
5.47765	0.000588271	0	0	0	0
5.47718	0.000592533	0	0	0	0
5.47719	0.000570026	0	0	0	0
5.47779	0.000568576	0	0	0	0
5.47803	0.000565763	0	0	0	0
5.47846	0.000570793	0	0	0	0
5.47884	0.000582132	0	0	0	0
5.47866	0.000571645	0	0	0	0
5.47705	0.000581876	0	0	0	0
5.47802	0.000587418	0	0	0	0
5.47822	0.000580512	0	0	0	0
5.47788	0.000583837	0	0	0	0
5.47815	0.000570026	0	0	0	0
5.47919	0.000567979	0	0	0	0
5.4789	0.000558175	0	0	0	0
5.47797	0.000567042	0	0	0	0
5.47777	0.000576676	0	0	0	0
5.47802	0.000585969	0	0	0	0
5.47845	0.00057983	0	0	0	0
5.47823	0.000587247	0	0	0	0
5.47736	0.000581024	0	0	0	0
5.47788	0.000561329	0	0	0	0
5.47862	0.000576505	0	0	0	0
5.47809	0.000593301	0	0	0	0
5.47841	0.000573862	0	0	0	0
5.47798	0.00055664	0	0	0	0
5.47834	0.000573862	0	0	0	0
5.47823	0.00057821	0	0	0	0
5.47815	0.00057301	0	0	0	0
5.4784	0.000580256	0	0	0	0
5.47805	0.000584008	0	0	0	0
5.47799	0.000580342	0	0	0	0
5.47793	0.000583411	0	0	0	0
5.47808	0.000581279	0	0	0	0
5.478	0.000595858	0	0	0	0
5.4774	0.000582729	0	0	0	0
5.47784	0.00057983	0	0	0	0
5.47919	0.000575908	0	0	0	0
5.47758	0.000585116	0	0	0	0
5.47776	0.000566445	0	0	0	0
5.4788	0.000582303	0	0	0	0
5.47817	0.000579233	0	0	0	0
5.47826	0.000606686	0	0	0	0
5.47847	0.000583581	0	0	0	0
5.47835	0.000575482	0	0	0	0
5.47814	0.000579745	0	0	0	0
5.4782	0.000563546	0	0	0	0
5.47792	0.000582388	0	0	0	0
5.47832	0.000587333	0	0	0	0
5.47799	0.000567809	0	0	0	0
5.47812	0.000571731	0	0	0	0
5.47818	0.000579574	0	0	0	0
5.4784	0.000566104	0	0	0	0
5.47795	0.000590061	0	0	0	0
5.47756	0.00057804	0	0	0	0
5.47851	0.00057966	0	0	0	0
5.47831	0.000576335	0	0	0	0
5.47755	0.000570111	0	0	0	0
5.47819	0.000588185	0	0	0	0
5.47869	0.000593045	0	0	0	0
5.47865	0.000576761	0	0	0	0
5.47856	0.00056653	0	0	0	0
5.47848	0.00058972	0	0	0	0
5.47835	0.000576846	0	0	0	0
5.47768	0.000582388	0	0	0	0
5.47783	0.000576676	0	0	0	0
5.47765	0.000584178	0	0	0	0
5.47866	0.00056636	0	0	0	0
5.4782	0.000565507	0	0	0	0
5.4782	0.000557237	0	0	0	0
5.47845	0.000559795	0	0	0	0
5.47853	0.000589123	0	0	0	0
5.47771	0.000583411	0	0	0	0
5.47822	0.000578466	0	0	0	0
5.47765	0.000587247	0	0	0	0
5.47733	0.000586565	0	0	0	0
5.47886	0.000582814	0	0	0	0
5.47754	0.000573777	0	0	0	0
5.47738	0.0005748	0	0	0	0
5.47895	0.000564228	0	0	0	0
5.47856	0.000587077	0	0	0	0
5.47901	0.000561926	0	0	0	0
5.4783	0.000573095	0	0	0	0
5.47835	0.000593983	0	0	0	0
5.47753	0.000585372	0	0	0	0
5.47841	0.00057659	0	0	0	0
5.4781	0.000582985	0	0	0	0
5.47898	0.000598075	0	0	0	0
5.47911	0.000589635	0	0	0	0
5.47882	0.00056474	0	0	0	0
5.47867	0.000584604	0	0	0	0
5.47856	0.000585542	0	0	0	0
5.47892	0.000571304	0	0	0	0
5.47902	0.000585969	0	0	0	0
5.47893	0.000575567	0	0	0	0
5.47873	0.000580086	0	0	0	0
5.47887	0.000562267	0	0	0	0
5.47825	0.000577954	0	0	0	0
5.47816	0.000580768	0	0	0	0
5.47808	0.000588015	0	0	0	0
5.47824	0.000561756	0	0	0	0
5.477	0.000580427	0	0	0	0
5.47802	0.000574374	0	0	0	0
5.47862	0.000589038	0	0	0	0
5.47858	0.000583411	0	0	0	0
5.47805	0.000565507	0	0	0	0
5.47831	0.000568491	0	0	0	0
5.47941	0.000567468	0	0	0	0
5.47826	0.000572839	0	0	0	0
5.47869	0.000581876	0	0	0	0
5.47879	0.000570111	0	0	0	0
5.47864	0.000572413	0	0	0	0
5.47827	0.000571901	0	0	0	0
5.47895	0.00057804	0	0	0	0
5.47834	0.0005615	0	0	0	0
5.4781	0.000576249	0	0	0	0
5.47799	0.000593556	0	0	0	0
5.47735	0.000590658	0	0	0	0
5.47741	0.00059475	0	0	0	0
5.47835	0.000573947	0	0	0	0
5.47797	0.00058486	0	0	0	0
5.47846	0.000578295	0	0	0	0
5.477	0.000583155	0	0	0	0
5.47721	0.000596199	0	0	0	0
5.47807	0.000575994	0	0	0	0
5.47888	0.00057983	0	0	0	0
5.47738	0.000586906	0	0	0	0
5.47799	0.00057821	0	0	0	0
5.4784	0.000582814	0	0	0	0
5.4792	0.000568661	0	0	0	0
5.47871	0.000564569	0	0	0	0
5.47813	0.000580001	0	0	0	0
5.47808	0.000564654	0	0	0	0
5.47794	0.000571816	0	0	0	0
5.47785	0.00057497	0	0	0	0
5.47809	0.00057497	0	0	0	0
5.47822	0.000567724	0	0	0	0
5.47781	0.000593642	0	0	0	0
5.47819	0.000571731	0	0	0	0
5.47799	0.000577869	0	0	0	0
5.47789	0.00058972	0	0	0	0
5.47881	0.000572242	0	0	0	0
5.47792	0.000568747	0	0	0	0
5.47961	0.000582899	0	0	0	0
5.47888	0.000584434	0	0	0	0
5.47809	0.000583411	0	0	0	0
5.47815	0.000569088	0	0	0	0
5.47807	0.00058989	0	0	0	0
5.47853	0.000587247	0	0	0	0
5.47852	0.000572498	0	0	0	0
5.47832	0.000570793	0	0	0	0
5.47822	0.000575653	0	0	0	0
5.47795	0.000584519	0	0	0	0
5.4781	0.000582473	0	0	0	0
5.47842	0.000582985	0	0	0	0
5.4778	0.000586565	0	0	0	0
5.47797	0.000576761	0	0	0	0
5.47818	0.000559539	0	0	0	0
5.47816	0.000590828	0	0	0	0
5.47762	0.000571901	0	0	0	0
5.47774	0.000573692	0	0	0	0
5.47833	0.00055306	0	0	0	0
5.47841	0.000572754	0	0	0	0
5.47817	0.000576079	0	0	0	0
5.47828	0.00058324	0	0	0	0
5.47897	0.000567638	0	0	0	0
5.47884	0.000590317	0	0	0	0
5.47813	0.000576931	0	0	0	0
5.47795	0.000585287	0	0	0	0
5.47939	0.000580001	0	0	0	0
5.47876	0.000567468	0	0	0	0
5.4779	0.000590999	0	0	0	0
5.47813	0.000559965	0	0	0	0
5.478	0.000578892	0	0	0	0
5.47847	0.000577528	0	0	0	0
5.47929	0.000588441	0	0	0	0
5.47764	0.000581024	0	0	0	0
5.47792	0.000593471	0	0	0	0
5.4786	0.000567809	0	0	0	0
5.47815	0.000577869	0	0	0	0
5.47765	0.000593045	0	0	0	0
5.47836	0.00057804	0	0	0	0
5.47806	0.000584775	0	0	0	0
5.47829	0.000576761	0	0	0	0
5.47801	0.000585287	0	0	0	0
5.47799	0.000572328	0	0	0	0
5.47782	0.00059134	0	0	0	0
5.47847	0.000577869	0	0	0	0
5.47891	0.000577869	0	0	0	0
5.47873	0.00058972	0	0	0	0
5.47813	0.000576846	0	0	0	0
5.47881	0.00058307	0	0	0	0
5.47928	0.000570537	0	0	0	0
5.47891	0.00058648	0	0	0	0
5.4787	0.000585883	0	0	0	0
5.4793	0.000584519	0	0	0	0
5.47828	0.000580512	0	0	0	0
5.47866	0.000571901	0	0	0	0
5.47836	0.000570963	0	0	0	0
5.47755	0.000575908	0	0	0	0
5.47736	0.000571901	0	0	0	0
5.47788	0.000582047	0	0	0	0
5.47771	0.000580342	0	0	0	0
5.47721	0.000579148	0	0	0	0
5.47828	0.000590061	0	0	0	0
5.47839	0.000589464	0	0	0	0
5.47825	0.000580171	0	0	0	0
5.47765	0.0005881	0	0	0	0
5.47784	0.000592363	0	0	0	0
5.47826	0.000583752	0	0	0	0
5.47778	0.000575653	0	0	0	0
5.47836	0.000577613	0	0	0	0
5.47828	0.000579319	0	0	0	0
5.47869	0.000572157	0	0	0	0
5.47864	0.000573436	0	0	0	0
5.47914	0.000584093	0	0	0	0
5.47901	0.000585116	0	0	0	0
5.47786	0.000591766	0	0	0	0
5.47792	0.000572669	0	0	0	0
5.47861	0.00056977	0	0	0	0
5.47855	0.000592533	0	0	0	0
5.47821	0.000570111	0	0	0	0
5.47735	0.00057497	0	0	0	0
5.47769	0.000594238	0	0	0	0
5.47821	0.000566104	0	0	0	0
5.47795	0.000583326	0	0	0	0
5.47822	0.000571645	0	0	0	0
5.47724	0.000583155	0	0	0	0
5.47693	0.000574885	0	0	0	0
5.47716	0.000582644	0	0	0	0
5.47768	0.000580086	0	0	0	0
5.4775	0.000588356	0	0	0	0
5.47776	0.000582644	0	0	0	0
5.47833	0.000586906	0	0	0	0
5.47797	0.000587077	0	0	0	0
5.47762	0.000584604	0	0	0	0
5.47807	0.000581706	0	0	0	0
5.47754	0.000566786	0	0	0	0
5.47709	0.000596029	0	0	0	0
5.47778	0.000583155	0	0	0	0
5.47905	0.000570281	0	0	0	0
5.47831	0.00057642	0	0	0	0
5.47715	0.000574544	0	0	0	0
5.47798	0.000585542	0	0	0	0
5.47742	0.000574033	0	0	0	0
5.47823	0.000570537	0	0	0	0
5.47933	0.000567297	0	0	0	0
5.47913	0.000575312	0	0	0	0
5.47831	0.00058307	0	0	0	0
5.47876	0.000582303	0	0	0	0
5.47838	0.000574544	0	0	0	0
5.47817	0.000574715	0	0	0	0
5.47757	0.000575823	0	0	0	0
5.47696	0.000582473	0	0	0	0
5.47764	0.000591766	0	0	0	0
5.478	0.000589635	0	0	0	0
5.47834	0.000577869	0	0	0	0
5.47772	0.000584519	0	0	0	0
5.47695	0.000573862	0	0	0	0
5.47785	0.000581962	0	0	0	0
5.47781	0.000573095	0	0	0	0
5.47787	0.00058648	0	0	0	0
5.4785	0.000597478	0	0	0	0
5.47874	0.000586736	0	0	0	0
5.47878	0.000576335	0	0	0	0
5.47883	0.000575567	0	0	0	0
5.4781	0.000596029	0	0	0	0
5.47819	0.000565507	0	0	0	0
5.4781	0.00056329	0	0	0	0
5.47803	0.000570026	0	0	0	0
5.47811	0.000571049	0	0	0	0
5.47784	0.000562182	0	0	0	0
5.47807	0.000590061	0	0	0	0
5.47888	0.000592022	0	0	0	0
5.4779	0.000586395	0	0	0	0
5.47795	0.000591851	0	0	0	0
5.47896	0.000567809	0	0	0	0
5.47834	0.000575056	0	0	0	0
5.47861	0.000592704	0	0	0	0
5.47856	0.000592874	0	0	0	0
5.47721	0.000584178	0	0	0	0
5.4772	0.000577358	0	0	0	0
5.47789	0.000587418	0	0	0	0
5.47768	0.000584008	0	0	0	0
5.47858	0.000576505	0	0	0	0
5.47852	0.000581962	0	0	0	0
5.47779	0.000580938	0	0	0	0
5.4778	0.000579915	0	0	0	0
5.47758	0.000581109	0	0	0	0
5.47811	0.00058989	0	0	0	0
5.47903	0.000562779	0	0	0	0
5.47843	0.000579233	0	0	0	0
5.47879	0.000564654	0	0	0	0
5.47855	0.000587588	0	0	0	0
5.47888	0.000570793	0	0	0	0
5.47893	0.000588612	0	0	0	0
5.47779	0.000578125	0	0	0	0
5.47815	0.000580427	0	0	0	0
5.47847	0.000579319	0	0	0	0
5.47883	0.000579063	0	0	0	0
5.4773	0.000571901	0	0	0	0
5.47843	0.000581876	0	0	0	0
5.4778	0.000571475	0	0	0	0
5.47758	0.00058486	0	0	0	0
5.47837	0.000566956	0	0	0	0
5.47812	0.000582047	0	0	0	0
5.47808	0.000594068	0	0	0	0
5.47784	0.000575738	0	0	0	0
5.47766	0.000574033	0	0	0	0
5.47828	0.000578381	0	0	0	0
5.47912	0.000565081	0	0	0	0
5.47926	0.000574629	0	0	0	0
5.47864	0.000593983	0	0	0	0
5.47846	0.000572498	0	0	0	0
5.478	0.000590061	0	0	0	0
5.47858	0.000582303	0	0	0	0
5.47953	0.000578125	0	0	0	0
5.47896	0.000586992	0	0	0	0
5.47902	0.000575482	0	0	0	0
5.47936	0.000582985	0	0	0	0
5.47761	0.000567042	0	0	0	0
5.47863	0.000581365	0	0	0	0
5.47884	0.000592619	0	0	0	0
5.4778	0.000603105	0	0	0	0
5.47827	0.000581791	0	0	0	0
5.47827	0.000585969	0	0	0	0
5.47803	0.00056832	0	0	0	0
