a2262915.353007
LAquila  29/06/2022 15:34:56 29/06/2022 15:35:30 0000 0000.000000 0000.000000 00.0 00.0
0001000 0010 0000000 0010 06 0000000 0010 0000000 0010
1 1 1 16380 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 BC0 "green"
1 3 1 02000 1 0900 3.75 00532.o 0 0 00 000 00 001000 3.1746 S2P0 "green"
1 0 1 16380 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 BT1 "IR"
1 2 1 02000 2 0900 3.75 01064.p 0 0 02 000 12 001000 0.500 S2A1 "IR"
1 1 1 16380 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 BC1 "UV"
1 3 1 02000 2 0900 3.75 00355.s 0 0 00 000 00 001000 3.1746 S2P1 "UV"
532.000 .o Photon Counting 0 	532.000 .o PC StDev 0 	1064.000 .p Analog 1 	1064.000 .p Analog StDev 1 	355.000 .s Photon Counting 1 	355.000 .s PC StDev 1 
0.04	0.0404974	0.986813	0.0110225	0	0
0	0	1.00867	0.0111461	0.04	0.0404974
0.04	0.0404974	0.989499	0.011038	0	0
0	0	0.996703	0.0110805	0.04	0.0404974
0	0	1.02747	0.0112504	0.04	0.0404974
0.04	0.0404974	0.993773	0.011065	0	0
0.04	0.0404974	0.989866	0.0110418	0	0
0	0	0.970452	0.0109298	0	0
0	0	0.999389	0.0110959	0.04	0.0404974
0	0	1.01026	0.0111538	0.04	0.0404974
0	0	0.969597	0.010926	0	0
0.04	0.0404974	1.00842	0.0111461	0.04	0.0404974
0.04	0.0404974	0.976801	0.0109685	0	0
0	0	1.02015	0.0112118	0.04	0.0404974
0	0	0.976435	0.0109646	0	0
0	0	1.02821	0.0112543	0.04	0.0404974
0	0	1.00061	0.0110998	0.04	0.0404974
0.04	0.0404974	0.999145	0.011092	0.04	0.0404974
0	0	1.00842	0.0111461	0.04	0.0404974
0	0	0.970818	0.0109337	0	0
0	0	0.974359	0.010953	0	0
0	0	1.02723	0.0112504	0.04	0.0404974
0	0	1.0199	0.0112079	0.04	0.0404974
0	0	0.989255	0.011038	0	0
0.04	0.0404974	0.996337	0.0110766	0.04	0.0404974
0.04	0.0404974	0.994261	0.011065	0	0
0	0	1.02601	0.0112427	0.04	0.0404974
0.04	0.0404974	1.01343	0.0111732	0.04	0.0404974
0.04	0.0404974	0.991453	0.0110496	0	0
0	0	1.02821	0.0112543	0.04	0.0404974
0.04	0.0404974	1.02039	0.0112118	0.04	0.0404974
0.04	0.0404974	1.03004	0.0112658	0.04	0.0404974
0.04	0.0404974	1.02491	0.0112349	0.04	0.0404974
0	0	0.979853	0.0109839	0	0
0.04	0.0404974	1.00586	0.0111307	0.04	0.0404974
0	0	1.02222	0.0112234	0.04	0.0404974
0	0	0.988034	0.0110303	0	0
0.04	0.0404974	0.981319	0.0109916	0	0
0	0	1.00855	0.0111461	0.04	0.0404974
0.04	0.0404974	0.97558	0.0109607	0	0
0.04	0.0404974	0.987668	0.0110303	0	0
0.04	0.0404974	0.978144	0.0109762	0	0
0.04	0.0404974	1.01685	0.0111925	0.04	0.0404974
0	0	1.0293	0.011262	0.04	0.0404974
0.04	0.0404974	0.998168	0.0110882	0.04	0.0404974
0.04	0.0404974	1.01587	0.0111847	0.04	0.0404974
0.04	0.0404974	1.0221	0.0112195	0.04	0.0404974
0	0	0.976557	0.0109646	0	0
0	0	1.02686	0.0112465	0.04	0.0404974
0.04	0.0404974	0.971429	0.0109376	0	0
0.04	0.0404974	1.00965	0.01115	0.04	0.0404974
0.04	0.0404974	0.969353	0.010926	0	0
0.04	0.0404974	1.02564	0.0112388	0.04	0.0404974
0.04	0.0404974	0.969719	0.010926	0	0
0.04	0.0404974	1.03065	0.0112697	0.04	0.0404974
0.04	0.0404974	0.973382	0.0109491	0	0
0.04	0.0404974	1.00794	0.0111423	0.04	0.0404974
0.04	0.0404974	1.01734	0.0111963	0.04	0.0404974
0	0	0.987302	0.0110264	0	0
0.04	0.0404974	0.973748	0.0109491	0	0
0.04	0.0404974	1.00916	0.01115	0.04	0.0404974
0.04	0.0404974	0.995971	0.0110766	0.04	0.0404974
0	0	0.993773	0.011065	0	0
0.04	0.0404974	0.989988	0.0110418	0	0
0	0	0.998535	0.0110882	0.04	0.0404974
0.04	0.0404974	0.994383	0.011065	0	0
0	0	0.978755	0.01098	0	0
0.04	0.0404974	1.02576	0.0112427	0.04	0.0404974
0.04	0.0404974	0.975214	0.0109569	0	0
0	0	1.00757	0.0111423	0.04	0.0404974
0.04	0.0404974	1.02381	0.0112311	0.04	0.0404974
0	0	1.02088	0.0112156	0.04	0.0404974
0.04	0.0404974	0.976435	0.0109646	0	0
0.04	0.0404974	0.978022	0.0109723	0	0
0	0	1.00635	0.0111345	0.04	0.0404974
0	0	1.02198	0.0112195	0.04	0.0404974
0.04	0.0404974	0.968987	0.0109221	0	0
0	0	1.01966	0.0112079	0.04	0.0404974
0	0	0.981563	0.0109955	0	0
0	0	1.00684	0.0111345	0.04	0.0404974
0.04	0.0404974	0.979853	0.0109839	0	0
0.04	0.0404974	0.999634	0.0110959	0.04	0.0404974
0	0	0.993895	0.011065	0	0
0.04	0.0404974	1.01331	0.0111732	0.04	0.0404974
0.04	0.0404974	0.978755	0.01098	0	0
0.04	0.0404974	0.996459	0.0110766	0.04	0.0404974
0	0	1.02063	0.0112118	0.04	0.0404974
0.04	0.0404974	1.02735	0.0112504	0.04	0.0404974
0	0	1.00464	0.0111229	0.04	0.0404974
0.04	0.0404974	1.00818	0.0111423	0.04	0.0404974
0.04	0.0404974	0.968864	0.0109221	0	0
0.04	0.0404974	0.996215	0.0110766	0.04	0.0404974
0.04	0.0404974	1.01819	0.0112002	0.04	0.0404974
0.04	0.0404974	0.984249	0.0110109	0	0
0	0	1.02198	0.0112195	0.04	0.0404974
0.04	0.0404974	0.98254	0.0109994	0	0
0.04	0.0404974	0.976923	0.0109685	0	0
0.04	0.0404974	0.975092	0.0109569	0	0
0.04	0.0404974	1.00781	0.0111423	0.04	0.0404974
0.04	0.0404974	1.03089	0.0112697	0.04	0.0404974
0.04	0.0404974	1.02662	0.0112465	0.04	0.0404974
0.04	0.0404974	1.021	0.0112156	0.04	0.0404974
0	0	1.02869	0.0112581	0.04	0.0404974
0.04	0.0404974	1.02943	0.011262	0.04	0.0404974
0.04	0.0404974	0.970574	0.0109337	0	0
0.04	0.0404974	1.00122	0.0111036	0.04	0.0404974
0.04	0.0404974	0.989866	0.0110418	0	0
0	0	1.01697	0.0111925	0.04	0.0404974
0.04	0.0404974	1.00391	0.0111191	0.04	0.0404974
0.04	0.0404974	0.982173	0.0109994	0	0
0	0	1.02552	0.0112388	0.04	0.0404974
0	0	0.984371	0.0110109	0	0
0	0	1.03053	0.0112658	0.04	0.0404974
0.04	0.0404974	0.989621	0.011038	0	0
0	0	1.02405	0.0112311	0.04	0.0404974
0.04	0.0404974	1.00745	0.0111384	0.04	0.0404974
0.04	0.0404974	0.985226	0.0110148	0	0
0.04	0.0404974	1.00098	0.0111036	0.04	0.0404974
0	0	0.97619	0.0109646	0	0
0.04	0.0404974	1.0033	0.0111152	0.04	0.0404974
0.04	0.0404974	0.984127	0.0110109	0	0
0	0	0.974725	0.0109569	0	0
0	0	1.01941	0.0112079	0.04	0.0404974
10.32	0.642896	1.07766	0.0115246	9.88	0.628975
34	1.16683	1.33614	0.0128455	33.32	1.15544
54.2	1.47309	1.6315	0.0142127	50.92	1.42753
74.8	1.73126	2.11893	0.0162287	72.48	1.70342
84.08	1.83504	2.54017	0.0177967	84.64	1.8401
92	1.91983	2.98046	0.0193145	93.84	1.93881
100.92	2.01095	3.41477	0.0207088	101.68	2.01728
107.2	2.0717	3.81404	0.0219215	106.88	2.06916
113.16	2.12864	4.6696	0.0243353	115.28	2.14889
117.36	2.16788	4.99096	0.0251927	117.68	2.17041
122	2.20964	5.41392	0.0262818	120.44	2.19572
124.4	2.23115	6.30806	0.0284678	125.24	2.23875
127.16	2.25646	6.52247	0.0289737	126.12	2.24761
129.44	2.27671	7.19255	0.0305031	128.92	2.27165
131.12	2.29063	7.65421	0.0315227	130.44	2.28557
132.84	2.30582	8.64054	0.0336199	133.2	2.30962
133.32	2.31088	8.75934	0.0338671	133.56	2.31215
135.72	2.33113	9.15324	0.0346704	134.48	2.32101
136.4	2.33746	10.3231	0.0369838	136.84	2.34126
137.52	2.34632	10.6766	0.0376635	137.48	2.34632
137.56	2.34758	10.8382	0.0379686	137.76	2.34885
139.04	2.36024	11.4847	0.0391813	138.76	2.35771
139.48	2.36277	11.7581	0.0396834	139.16	2.36024
140.12	2.3691	12.6199	0.0412437	140.24	2.3691
140.44	2.37163	13.0398	0.041993	140.76	2.37416
141.28	2.37796	13.3825	0.0425916	141.12	2.37669
141.92	2.38428	14.0569	0.0437618	141.84	2.38302
141.88	2.38302	14.46	0.0444493	142.24	2.38682
142.88	2.39188	14.7789	0.04499	142.52	2.38935
143.04	2.39314	15.7049	0.0465348	143.28	2.39567
143.2	2.39441	15.5972	0.0463572	143.2	2.39441
143.84	2.39947	15.7403	0.0465928	143.32	2.39567
143.88	2.39947	16.8414	0.0483887	144.16	2.402
144.04	2.402	16.6545	0.0480874	144	2.40074
144.44	2.40453	17.2904	0.049107	144.44	2.40453
144.88	2.40833	17.9414	0.0501421	144.84	2.40833
144.96	2.4096	18.1168	0.0504163	144.96	2.4096
145.32	2.41213	18.0618	0.0503313	144.92	2.40833
145.44	2.41339	18.3628	0.0508025	145.12	2.41086
145.32	2.41213	18.9125	0.0516599	145.4	2.41339
145.68	2.41466	19.8847	0.0531507	145.92	2.41719
145.88	2.41719	19.9222	0.0532086	145.96	2.41719
146.12	2.41845	20.5751	0.0541973	146.28	2.41972
146.12	2.41845	20.7339	0.0544368	146.32	2.42099
146.08	2.41845	21.0676	0.0549389	146.48	2.42225
146.44	2.42099	20.941	0.0547496	146.44	2.42099
146.68	2.42352	20.9471	0.0547573	146.44	2.42099
146.56	2.42225	21.5536	0.0556611	146.72	2.42352
146.68	2.42352	21.3253	0.0553212	146.6	2.42225
146.72	2.42352	22.4576	0.0569974	147.08	2.42605
147.16	2.42731	21.7436	0.055943	146.8	2.42478
146.92	2.42605	21.9534	0.0562558	146.88	2.42478
147	2.42605	22.6291	0.0572484	147.12	2.42731
147.28	2.42858	23.2128	0.0580981	147.36	2.42858
147.2	2.42731	23.4387	0.0584264	147.44	2.42984
147.4	2.42984	23.3673	0.0583221	147.4	2.42984
147.44	2.42984	23.7612	0.0588898	147.56	2.43111
147.68	2.43111	23.9216	0.0591215	147.6	2.43111
147.68	2.43111	23.6092	0.0586735	147.48	2.42984
147.72	2.43238	23.5346	0.0585654	147.48	2.42984
147.64	2.43111	24.4035	0.0598129	147.76	2.43238
147.84	2.43238	24.7402	0.0602956	147.88	2.43364
147.96	2.43364	24.3526	0.0597395	147.76	2.43238
147.76	2.43238	24.2977	0.0596622	147.76	2.43238
147.76	2.43238	24.2761	0.0596313	147.72	2.43238
147.96	2.43364	25.1137	0.0608247	148	2.43491
147.92	2.43364	25.0573	0.0607436	148	2.43491
148.12	2.43491	25.3404	0.0611453	148.08	2.43491
148	2.43491	25.1814	0.0609213	148.04	2.43491
148.24	2.43617	24.9027	0.0605235	147.96	2.43364
148.12	2.43491	25.006	0.0606703	148	2.43491
148.04	2.43491	25.9343	0.0619834	148.28	2.43617
148.2	2.43617	25.2731	0.0610487	148.08	2.43491
148.24	2.43617	25.8227	0.061825	148.24	2.43617
148.24	2.43617	26.1128	0.0622344	148.32	2.43744
148.16	2.43617	26.4131	0.0626515	148.4	2.43744
148.4	2.43744	26.1072	0.0622267	148.32	2.43744
148.36	2.43744	25.6661	0.0616049	148.16	2.43617
148.2	2.43617	26.4425	0.062694	148.4	2.43744
148.32	2.43744	26.7316	0.0630957	148.48	2.4387
148.4	2.43744	25.8681	0.0618907	148.24	2.43617
148.36	2.43744	25.9433	0.061995	148.28	2.43617
148.48	2.4387	26.2072	0.0623657	148.32	2.43744
148.44	2.4387	26.6112	0.0629296	148.44	2.4387
148.56	2.4387	26.357	0.0625743	148.4	2.43744
148.36	2.43744	26.2128	0.0623735	148.32	2.43744
148.48	2.4387	26.2454	0.0624198	148.36	2.43744
148.4	2.43744	26.7004	0.0630532	148.48	2.4387
148.4	2.43744	26.2109	0.0623696	148.36	2.43744
148.56	2.4387	26.5651	0.062864	148.44	2.4387
148.32	2.43744	26.8842	0.0633081	148.52	2.4387
148.48	2.4387	26.565	0.062864	148.44	2.4387
148.4	2.43744	27.2604	0.0638333	148.64	2.43997
148.36	2.43744	26.4101	0.0626477	148.4	2.43744
148.44	2.4387	26.9228	0.0633622	148.52	2.4387
148.52	2.4387	26.4072	0.0626438	148.4	2.43744
148.36	2.43744	27.1915	0.0637368	148.6	2.4387
148.52	2.4387	26.8333	0.0632386	148.52	2.4387
148.36	2.43744	27.0037	0.0634742	148.56	2.4387
148.6	2.4387	27.0839	0.0635862	148.6	2.4387
148.56	2.4387	26.2901	0.0624816	148.36	2.43744
148.48	2.4387	27.1203	0.0636364	148.56	2.4387
148.52	2.4387	26.7283	0.0630918	148.48	2.4387
148.32	2.43744	27.1656	0.063702	148.6	2.4387
148.48	2.4387	26.681	0.0630262	148.48	2.4387
148.36	2.43744	26.0674	0.0621688	148.28	2.43617
148.36	2.43744	26.8089	0.0632038	148.52	2.4387
148.6	2.4387	26.3486	0.0625627	148.4	2.43744
148.44	2.4387	26.7404	0.0631111	148.52	2.4387
148.44	2.4387	26.8278	0.0632309	148.52	2.4387
148.4	2.43744	27.0698	0.0635669	148.56	2.4387
148.36	2.43744	27.0737	0.0635746	148.6	2.4387
148.32	2.43744	25.8788	0.0619061	148.24	2.43617
148.44	2.4387	26.5917	0.0629026	148.44	2.4387
148.28	2.43617	26.2654	0.0624468	148.36	2.43744
148.56	2.4387	26.3689	0.0625897	148.36	2.43744
148.44	2.4387	26.767	0.0631459	148.48	2.4387
148.24	2.43617	26.5729	0.0628755	148.44	2.4387
148.48	2.4387	26.4571	0.0627133	148.44	2.4387
148.32	2.43744	25.7527	0.0617285	148.2	2.43617
148.2	2.43617	26.4889	0.0627597	148.44	2.4387
148.32	2.43744	26.0065	0.0620838	148.28	2.43617
148.32	2.43744	26.3153	0.0625164	148.36	2.43744
148.2	2.43617	25.5816	0.0614852	148.16	2.43617
148.36	2.43744	26.1941	0.0623464	148.32	2.43744
148.4	2.43744	26.3226	0.0625279	148.36	2.43744
148.32	2.43744	25.9054	0.0619409	148.24	2.43617
148.24	2.43617	26.1227	0.062246	148.32	2.43744
148.2	2.43617	25.7807	0.0617671	148.2	2.43617
148.24	2.43617	25.3589	0.0611723	148.08	2.43491
148.28	2.43617	25.9394	0.0619911	148.28	2.43617
148.28	2.43617	25.5569	0.0614504	148.16	2.43617
147.96	2.43364	25.3778	0.0611994	148.08	2.43491
148.28	2.43617	25.2274	0.060987	148.04	2.43491
148.2	2.43617	25.2432	0.0610063	148.04	2.43491
148.16	2.43617	25.6993	0.0616512	148.2	2.43617
148.08	2.43491	24.8215	0.0604076	147.92	2.43364
148.16	2.43617	25.4639	0.0613191	148.12	2.43491
148.12	2.43491	25.5451	0.061435	148.12	2.43491
148.04	2.43491	25.2579	0.0610294	148.08	2.43491
148.16	2.43617	24.9805	0.0606355	147.96	2.43364
148.04	2.43491	25.0598	0.0607475	147.96	2.43364
147.76	2.43238	24.4761	0.0599171	147.8	2.43238
148.04	2.43491	24.4534	0.0598862	147.8	2.43238
147.92	2.43364	24.5919	0.0600832	147.84	2.43238
147.92	2.43364	24.4521	0.0598824	147.8	2.43238
147.76	2.43238	25.0394	0.0607205	147.96	2.43364
147.96	2.43364	24.2368	0.0595734	147.72	2.43238
147.84	2.43238	24.3244	0.0597009	147.72	2.43238
147.84	2.43238	24.4621	0.0598978	147.8	2.43238
147.76	2.43238	24.748	0.0603034	147.88	2.43364
147.76	2.43238	23.9029	0.0590945	147.6	2.43111
147.84	2.43238	24.2344	0.0595696	147.72	2.43238
147.6	2.43111	24.3669	0.0597627	147.76	2.43238
147.76	2.43238	23.7072	0.0588126	147.52	2.42984
147.76	2.43238	24.1825	0.0594962	147.68	2.43111
147.68	2.43111	23.8823	0.0590675	147.6	2.43111
147.72	2.43238	23.6418	0.0587199	147.52	2.42984
147.4	2.42984	24.0198	0.0592644	147.64	2.43111
147.36	2.42858	23.8371	0.0590018	147.56	2.43111
147.52	2.42984	24.0569	0.0593185	147.64	2.43111
147.36	2.42858	23.328	0.0582642	147.4	2.42984
147.48	2.42984	23.7432	0.0588666	147.52	2.42984
147.4	2.42984	23.757	0.058886	147.56	2.43111
147.36	2.42858	23.1607	0.0580208	147.32	2.42858
147.4	2.42984	22.7364	0.0574029	147.2	2.42731
147.52	2.42984	23.3772	0.0583375	147.4	2.42984
147.36	2.42858	22.8291	0.0575381	147.2	2.42731
147.16	2.42731	22.5404	0.0571171	147.12	2.42731
147.12	2.42731	22.7683	0.0574492	147.2	2.42731
147.36	2.42858	22.4321	0.0569587	147.04	2.42605
147	2.42605	23.2648	0.0581753	147.36	2.42858
147.08	2.42605	22.627	0.0572445	147.12	2.42731
147.32	2.42858	22.872	0.0576037	147.24	2.42858
146.96	2.42605	22.6407	0.0572639	147.12	2.42731
147	2.42605	22.4545	0.0569935	147.08	2.42605
147.12	2.42731	22.1382	0.0565262	146.92	2.42605
146.84	2.42478	22.2361	0.056673	146.96	2.42605
146.8	2.42478	22.5856	0.0571828	147.12	2.42731
147.12	2.42731	21.8276	0.0560705	146.8	2.42478
147.08	2.42605	22.0436	0.0563872	146.88	2.42478
147.04	2.42605	22.4278	0.056951	147.08	2.42605
147.04	2.42605	21.9725	0.0562829	146.88	2.42478
147	2.42605	21.4629	0.0555259	146.64	2.42352
146.68	2.42352	21.7284	0.0559237	146.8	2.42478
146.6	2.42225	22.1915	0.0566073	146.96	2.42605
146.56	2.42225	21.1747	0.0550972	146.52	2.42225
146.56	2.42225	21.3531	0.0553637	146.6	2.42225
146.8	2.42478	21.3371	0.0553405	146.6	2.42225
146.56	2.42225	21.7405	0.0559391	146.8	2.42478
146.6	2.42225	21.7869	0.0560087	146.8	2.42478
146.76	2.42478	21.341	0.0553444	146.6	2.42225
146.6	2.42225	20.9625	0.0547805	146.44	2.42099
146.44	2.42099	21.2775	0.0552517	146.56	2.42225
146.68	2.42352	21.1568	0.0550702	146.52	2.42225
146.56	2.42225	21.3193	0.0553135	146.6	2.42225
146.28	2.41972	20.6716	0.0543441	146.32	2.42099
146.32	2.42099	21.2304	0.0551822	146.56	2.42225
146.52	2.42225	20.4081	0.0539463	146.2	2.41972
146.4	2.42099	20.2238	0.0536682	146.08	2.41845
146.08	2.41845	21.0525	0.0549157	146.48	2.42225
146.4	2.42099	20.8175	0.0545642	146.36	2.42099
145.92	2.41719	20.7197	0.0544175	146.32	2.42099
146.2	2.41972	20.715	0.0544097	146.32	2.42099
146.2	2.41972	20.4619	0.0540274	146.2	2.41972
146.32	2.42099	19.97	0.053282	145.96	2.41719
146.24	2.41972	20.0179	0.0533554	146	2.41719
146	2.41719	20.1532	0.0535601	146.08	2.41845
145.96	2.41719	19.5824	0.0526911	145.76	2.41592
145.76	2.41592	20.0148	0.0533515	146	2.41719
146.08	2.41845	19.6917	0.0528572	145.84	2.41592
145.84	2.41592	19.4077	0.0524207	145.68	2.41466
145.96	2.41719	19.4198	0.0524401	145.68	2.41466
145.92	2.41719	19.3183	0.0522856	145.64	2.41466
145.56	2.41466	19.9477	0.0532472	145.96	2.41719
145.6	2.41466	19.5813	0.0526872	145.8	2.41592
145.48	2.41339	19.3088	0.0522701	145.64	2.41466
145.44	2.41339	19.0026	0.0517989	145.48	2.41339
145.48	2.41339	19.0062	0.0518028	145.48	2.41339
145.4	2.41339	19.3901	0.0523937	145.68	2.41466
145.36	2.41213	19.228	0.0521465	145.6	2.41466
145.28	2.41213	18.7072	0.0513393	145.32	2.41213
145.56	2.41466	18.9281	0.0516831	145.44	2.41339
145.2	2.41086	19.1759	0.0520654	145.56	2.41466
145.44	2.41339	18.685	0.0513046	145.28	2.41213
145.12	2.41086	18.1731	0.0505051	145	2.4096
145.16	2.41086	18.64	0.0512351	145.28	2.41213
145.08	2.4096	18.8422	0.0515518	145.36	2.41213
145.44	2.41339	18.5339	0.051069	145.2	2.41086
145.28	2.41213	18.6282	0.0512158	145.28	2.41213
145.12	2.41086	18.1272	0.0504356	144.96	2.4096
145.12	2.41086	18.437	0.0509184	145.16	2.41086
145.08	2.4096	18.4001	0.0508604	145.12	2.41086
144.72	2.40706	17.7933	0.0499065	144.76	2.40706
144.92	2.40833	17.5711	0.049555	144.64	2.4058
144.68	2.40706	17.8504	0.0499992	144.8	2.40833
144.64	2.4058	17.6282	0.0496477	144.68	2.40706
144.72	2.40706	18.211	0.0505669	145	2.4096
144.6	2.4058	18.1875	0.0505283	145	2.4096
144.4	2.40453	17.8915	0.050061	144.84	2.40833
144.48	2.4058	17.93	0.0501228	144.84	2.40833
144.56	2.4058	17.362	0.0492229	144.48	2.4058
144.8	2.40833	17.3598	0.049219	144.48	2.4058
144.56	2.4058	17.8212	0.0499528	144.76	2.40706
144.44	2.40453	17.6022	0.0496052	144.64	2.4058
144.64	2.4058	17.098	0.0488019	144.32	2.40453
144.2	2.40327	17.3381	0.0491843	144.48	2.4058
144.56	2.4058	17.2107	0.0489796	144.4	2.40453
144.16	2.402	16.8117	0.0483423	144.12	2.402
144.24	2.40327	16.5557	0.0479252	143.92	2.40074
144.2	2.40327	16.9493	0.0485625	144.2	2.40327
144.04	2.402	17.2885	0.049107	144.44	2.40453
144.08	2.402	17.0617	0.048744	144.28	2.40327
143.96	2.40074	17.1714	0.0489178	144.36	2.40453
143.76	2.39947	16.3969	0.0476703	143.84	2.39947
144.08	2.402	16.4344	0.0477282	143.84	2.39947
144.2	2.40327	16.821	0.0483539	144.12	2.402
143.72	2.39947	16.0664	0.0471296	143.56	2.39694
143.68	2.39821	16.0934	0.047176	143.6	2.39821
143.8	2.39947	16.5188	0.0478673	143.92	2.40074
143.8	2.39947	16.7469	0.0482381	144.08	2.402
143.96	2.40074	15.9066	0.046867	143.44	2.39694
143.64	2.39821	15.8614	0.0467936	143.4	2.39567
143.8	2.39947	16.0322	0.0470755	143.56	2.39694
143.76	2.39947	16.1571	0.0472802	143.64	2.39821
143.24	2.39441	16.117	0.0472146	143.6	2.39821
143.16	2.39441	15.7663	0.0466353	143.36	2.39567
143.4	2.39567	15.5778	0.0463263	143.2	2.39441
143.64	2.39821	15.7978	0.0466893	143.36	2.39567
143.6	2.39821	15.9324	0.0469095	143.48	2.39694
143.48	2.39694	15.3364	0.0459246	143	2.39314
143.12	2.39441	15.6698	0.0464769	143.28	2.39567
143.4	2.39567	15.2121	0.0457161	142.88	2.39188
143.16	2.39441	15.4145	0.0460559	143.08	2.39314
143.4	2.39567	15.5711	0.0463147	143.2	2.39441
142.96	2.39188	15.5486	0.0462761	143.16	2.39441
143.2	2.39441	15.1093	0.0455461	142.8	2.39061
142.6	2.38935	14.8654	0.0451368	142.6	2.38935
142.92	2.39188	15.3459	0.0459401	143	2.39314
143.08	2.39314	15.4703	0.0461486	143.12	2.39441
142.76	2.39061	15.1611	0.0456311	142.84	2.39188
142.76	2.39061	14.8259	0.0450711	142.56	2.38935
142.76	2.39061	14.5938	0.0446772	142.36	2.38682
142.6	2.38935	15.2265	0.0457431	142.92	2.39188
142.2	2.38555	14.8846	0.0451677	142.6	2.38935
142.6	2.38935	15.0458	0.045438	142.76	2.39061
142.08	2.38555	15.0068	0.0453723	142.72	2.39061
142.16	2.38555	14.3615	0.0442832	142.12	2.38555
142.08	2.38555	14.1628	0.0439434	141.92	2.38428
142.28	2.38682	14.5042	0.0445265	142.24	2.38682
142.32	2.38682	14.8156	0.0450518	142.56	2.38935
142	2.38428	13.9821	0.0436344	141.76	2.38302
141.96	2.38428	14.6532	0.0447776	142.4	2.38808
142.12	2.38555	13.9193	0.0435262	141.68	2.38175
141.84	2.38302	14.4736	0.0444725	142.24	2.38682
141.76	2.38302	13.9871	0.0436421	141.76	2.38302
141.76	2.38302	13.8374	0.0433833	141.6	2.38175
142.04	2.38555	14.4178	0.0443798	142.2	2.38555
141.36	2.37922	14.2642	0.0441172	142.04	2.38555
141.72	2.38175	13.6541	0.0430667	141.44	2.37922
141.68	2.38175	14.169	0.0439549	141.96	2.38428
141.56	2.38049	13.712	0.0431671	141.48	2.38049
141.88	2.38302	13.436	0.0426882	141.2	2.37796
141.68	2.38175	13.3888	0.0426032	141.12	2.37669
141.28	2.37796	13.3529	0.0425414	141.12	2.37669
